ID,Other_ID,Start_Frame,End_Frame,Duration
1.0,3.0,1009.0,1018.0,10.0
1.0,3.0,1024.0,1026.0,3.0
1.0,3.0,1049.0,1059.0,11.0
1.0,3.0,1074.0,1074.0,1.0
1.0,3.0,1096.0,1096.0,1.0
1.0,3.0,2308.0,2310.0,3.0
1.0,3.0,2321.0,2321.0,1.0
1.0,3.0,2334.0,2337.0,4.0
1.0,3.0,3492.0,3495.0,4.0
1.0,3.0,3501.0,3506.0,6.0
1.0,5.0,1078.0,1078.0,1.0
1.0,6.0,4665.0,4666.0,2.0
1.0,6.0,4680.0,4680.0,1.0
1.0,6.0,4715.0,4717.0,3.0
1.0,6.0,4747.0,4752.0,6.0
1.0,6.0,4777.0,4785.0,9.0
1.0,6.0,4810.0,4814.0,5.0
1.0,7.0,3200.0,3201.0,2.0
1.0,8.0,4793.0,4794.0,2.0
1.0,8.0,4806.0,4811.0,6.0
1.0,9.0,383.0,384.0,2.0
1.0,9.0,435.0,442.0,8.0
1.0,10.0,1586.0,1587.0,2.0
2.0,4.0,2752.0,2754.0,3.0
2.0,4.0,2919.0,2922.0,4.0
2.0,4.0,2965.0,2982.0,18.0
2.0,4.0,2988.0,2989.0,2.0
2.0,5.0,867.0,867.0,1.0
2.0,5.0,960.0,965.0,6.0
2.0,5.0,981.0,981.0,1.0
2.0,5.0,990.0,992.0,3.0
2.0,5.0,4124.0,4124.0,1.0
2.0,5.0,4130.0,4142.0,13.0
2.0,5.0,4163.0,4163.0,1.0
2.0,5.0,4199.0,4201.0,3.0
2.0,6.0,640.0,640.0,1.0
2.0,6.0,662.0,662.0,1.0
2.0,6.0,688.0,688.0,1.0
2.0,6.0,853.0,863.0,11.0
2.0,7.0,2919.0,2919.0,1.0
2.0,7.0,2925.0,2926.0,2.0
2.0,7.0,2936.0,2940.0,5.0
2.0,7.0,2949.0,2952.0,4.0
2.0,7.0,2963.0,2967.0,5.0
2.0,7.0,2973.0,2979.0,7.0
2.0,7.0,2989.0,2989.0,1.0
2.0,7.0,3884.0,3884.0,1.0
2.0,7.0,3906.0,3906.0,1.0
2.0,7.0,3931.0,3944.0,14.0
2.0,7.0,3951.0,3957.0,7.0
2.0,7.0,4020.0,4024.0,5.0
2.0,9.0,571.0,571.0,1.0
2.0,9.0,586.0,591.0,6.0
2.0,9.0,597.0,610.0,14.0
2.0,9.0,630.0,632.0,3.0
2.0,9.0,664.0,667.0,4.0
2.0,9.0,981.0,984.0,4.0
2.0,9.0,992.0,996.0,5.0
2.0,9.0,1034.0,1045.0,12.0
2.0,9.0,1052.0,1052.0,1.0
2.0,9.0,1060.0,1061.0,2.0
2.0,9.0,1067.0,1068.0,2.0
2.0,9.0,2025.0,2042.0,18.0
2.0,9.0,2101.0,2107.0,7.0
2.0,9.0,2113.0,2140.0,28.0
2.0,9.0,2148.0,2149.0,2.0
2.0,9.0,3475.0,3482.0,8.0
2.0,10.0,3398.0,3398.0,1.0
2.0,10.0,3882.0,3883.0,2.0
2.0,10.0,3905.0,3914.0,10.0
2.0,10.0,3925.0,3926.0,2.0
2.0,10.0,3944.0,3944.0,1.0
2.0,10.0,3955.0,3956.0,2.0
3.0,4.0,3179.0,3188.0,10.0
3.0,4.0,3195.0,3210.0,16.0
3.0,5.0,1102.0,1107.0,6.0
3.0,5.0,1566.0,1566.0,1.0
3.0,5.0,1575.0,1580.0,6.0
3.0,5.0,1588.0,1593.0,6.0
3.0,5.0,1601.0,1616.0,16.0
3.0,5.0,1622.0,1631.0,10.0
3.0,5.0,4671.0,4672.0,2.0
3.0,5.0,4689.0,4689.0,1.0
3.0,5.0,4983.0,4984.0,2.0
3.0,6.0,1553.0,1566.0,14.0
3.0,6.0,1588.0,1604.0,17.0
3.0,6.0,1629.0,1636.0,8.0
3.0,6.0,1830.0,1834.0,5.0
3.0,6.0,1844.0,1859.0,16.0
3.0,7.0,1832.0,1841.0,10.0
3.0,7.0,1852.0,1863.0,12.0
3.0,7.0,1884.0,1884.0,1.0
3.0,7.0,3054.0,3054.0,1.0
3.0,7.0,3079.0,3079.0,1.0
3.0,7.0,3105.0,3113.0,9.0
3.0,7.0,3119.0,3123.0,5.0
3.0,7.0,3140.0,3151.0,12.0
3.0,7.0,4027.0,4027.0,1.0
3.0,7.0,4110.0,4112.0,3.0
3.0,7.0,4172.0,4191.0,20.0
3.0,7.0,4198.0,4198.0,1.0
3.0,7.0,4210.0,4216.0,7.0
3.0,7.0,4224.0,4224.0,1.0
3.0,7.0,4270.0,4278.0,9.0
3.0,7.0,4294.0,4294.0,1.0
3.0,7.0,4300.0,4304.0,5.0
3.0,8.0,2855.0,2857.0,3.0
3.0,8.0,2926.0,2941.0,16.0
3.0,8.0,2947.0,2953.0,7.0
3.0,8.0,2978.0,2978.0,1.0
3.0,8.0,2986.0,2992.0,7.0
3.0,8.0,3052.0,3053.0,2.0
3.0,8.0,3067.0,3068.0,2.0
3.0,8.0,3099.0,3112.0,14.0
3.0,8.0,3118.0,3125.0,8.0
3.0,8.0,3146.0,3153.0,8.0
3.0,8.0,3539.0,3539.0,1.0
3.0,8.0,5379.0,5387.0,9.0
3.0,8.0,5414.0,5424.0,11.0
3.0,9.0,2569.0,2570.0,2.0
3.0,9.0,2582.0,2583.0,2.0
3.0,9.0,2619.0,2631.0,13.0
3.0,9.0,2757.0,2760.0,4.0
3.0,9.0,2783.0,2793.0,11.0
3.0,9.0,3196.0,3197.0,2.0
3.0,9.0,3216.0,3224.0,9.0
3.0,10.0,4121.0,4121.0,1.0
3.0,10.0,4135.0,4135.0,1.0
3.0,10.0,4144.0,4144.0,1.0
3.0,10.0,4155.0,4155.0,1.0
3.0,10.0,4178.0,4198.0,21.0
3.0,10.0,4212.0,4214.0,3.0
3.0,10.0,4270.0,4272.0,3.0
3.0,10.0,4288.0,4313.0,26.0
3.0,10.0,4463.0,4469.0,7.0
3.0,10.0,4488.0,4489.0,2.0
3.0,10.0,4544.0,4548.0,5.0
3.0,10.0,4572.0,4573.0,2.0
3.0,10.0,4588.0,4589.0,2.0
3.0,10.0,4643.0,4644.0,2.0
3.0,10.0,4698.0,4704.0,7.0
3.0,10.0,4719.0,4719.0,1.0
4.0,5.0,3074.0,3080.0,7.0
4.0,5.0,3092.0,3094.0,3.0
4.0,5.0,5645.0,5666.0,22.0
4.0,5.0,5687.0,5693.0,7.0
4.0,7.0,2905.0,2910.0,6.0
4.0,7.0,2956.0,2956.0,1.0
4.0,7.0,2963.0,2975.0,13.0
4.0,7.0,2989.0,2989.0,1.0
4.0,9.0,3197.0,3198.0,2.0
4.0,9.0,3738.0,3739.0,2.0
4.0,9.0,3747.0,3747.0,1.0
4.0,9.0,4107.0,4112.0,6.0
4.0,10.0,2763.0,2769.0,7.0
5.0,6.0,305.0,308.0,4.0
5.0,6.0,315.0,323.0,9.0
5.0,6.0,828.0,833.0,6.0
5.0,6.0,839.0,846.0,8.0
5.0,6.0,1577.0,1595.0,19.0
5.0,6.0,1602.0,1610.0,9.0
5.0,6.0,2071.0,2075.0,5.0
5.0,6.0,2093.0,2096.0,4.0
5.0,6.0,2103.0,2107.0,5.0
5.0,7.0,3744.0,3749.0,6.0
5.0,7.0,3755.0,3783.0,29.0
5.0,7.0,3793.0,3810.0,18.0
5.0,7.0,5842.0,5842.0,1.0
5.0,9.0,980.0,984.0,5.0
5.0,9.0,992.0,995.0,4.0
5.0,10.0,4595.0,4604.0,10.0
5.0,10.0,4611.0,4624.0,14.0
5.0,10.0,4631.0,4651.0,21.0
5.0,10.0,4659.0,4667.0,9.0
6.0,7.0,975.0,978.0,4.0
6.0,7.0,1725.0,1734.0,10.0
6.0,7.0,1746.0,1749.0,4.0
6.0,7.0,1760.0,1792.0,33.0
6.0,7.0,1810.0,1836.0,27.0
6.0,7.0,1850.0,1860.0,11.0
6.0,8.0,979.0,981.0,3.0
6.0,8.0,1001.0,1001.0,1.0
6.0,8.0,4801.0,4804.0,4.0
6.0,8.0,4821.0,4826.0,6.0
6.0,9.0,662.0,662.0,1.0
6.0,9.0,690.0,690.0,1.0
6.0,9.0,751.0,756.0,6.0
6.0,9.0,767.0,773.0,7.0
6.0,9.0,779.0,780.0,2.0
6.0,9.0,802.0,802.0,1.0
6.0,9.0,809.0,810.0,2.0
6.0,9.0,1165.0,1166.0,2.0
6.0,9.0,1183.0,1192.0,10.0
6.0,9.0,1200.0,1207.0,8.0
6.0,9.0,5183.0,5189.0,7.0
6.0,9.0,5204.0,5205.0,2.0
6.0,9.0,5221.0,5227.0,7.0
6.0,9.0,5250.0,5254.0,5.0
7.0,8.0,982.0,983.0,2.0
7.0,8.0,3114.0,3135.0,22.0
7.0,8.0,3144.0,3149.0,6.0
7.0,8.0,3175.0,3175.0,1.0
7.0,8.0,3204.0,3208.0,5.0
7.0,8.0,3216.0,3216.0,1.0
7.0,8.0,5572.0,5573.0,2.0
7.0,8.0,5609.0,5620.0,12.0
7.0,9.0,4547.0,4551.0,5.0
7.0,9.0,4806.0,4806.0,1.0
7.0,10.0,812.0,816.0,5.0
7.0,10.0,835.0,837.0,3.0
7.0,10.0,1037.0,1037.0,1.0
7.0,10.0,1129.0,1142.0,14.0
7.0,10.0,1168.0,1181.0,14.0
7.0,10.0,1189.0,1203.0,15.0
7.0,10.0,1212.0,1219.0,8.0
7.0,10.0,1231.0,1234.0,4.0
7.0,10.0,1515.0,1515.0,1.0
7.0,10.0,1547.0,1547.0,1.0
7.0,10.0,1554.0,1558.0,5.0
7.0,10.0,1567.0,1577.0,11.0
7.0,10.0,1592.0,1593.0,2.0
7.0,10.0,1624.0,1625.0,2.0
7.0,10.0,3884.0,3884.0,1.0
7.0,10.0,3906.0,3914.0,9.0
7.0,10.0,3926.0,3931.0,6.0
7.0,10.0,3949.0,3957.0,9.0
7.0,10.0,4023.0,4025.0,3.0
7.0,10.0,4117.0,4117.0,1.0
7.0,10.0,4176.0,4201.0,26.0
7.0,10.0,4214.0,4216.0,3.0
7.0,10.0,4239.0,4253.0,15.0
7.0,10.0,4270.0,4277.0,8.0
7.0,10.0,4287.0,4287.0,1.0
7.0,10.0,4293.0,4294.0,2.0
7.0,10.0,5258.0,5259.0,2.0
7.0,10.0,5272.0,5290.0,19.0
8.0,9.0,31.0,32.0,2.0
8.0,9.0,4260.0,4266.0,7.0
8.0,9.0,4272.0,4273.0,2.0
8.0,9.0,4314.0,4318.0,5.0
8.0,10.0,25.0,28.0,4.0
8.0,10.0,2048.0,2048.0,1.0
8.0,10.0,2273.0,2274.0,2.0
8.0,10.0,5127.0,5128.0,2.0
8.0,10.0,5152.0,5160.0,9.0
8.0,10.0,5169.0,5171.0,3.0
8.0,10.0,5199.0,5201.0,3.0
8.0,10.0,5208.0,5216.0,9.0
8.0,10.0,5226.0,5233.0,8.0
9.0,10.0,6.0,8.0,3.0
9.0,10.0,33.0,43.0,11.0
9.0,10.0,50.0,52.0,3.0
9.0,10.0,5570.0,5570.0,1.0
