ID,Other_ID,Frame,Distance,Repulsion_Force_ID1,Repulsion_Force_ID2
1,2,248,13.620502922142634,-0.7659803579122039,-71.33685132916301
1,2,691,5.466541926387291,-0.9493143390863317,-2.1201456548874886
1,2,693,10.483936423677763,-0.5651126236132449,-2.258017473367604
1,2,699,10.097251731496987,-0.5516701754537661,1.5076874295778229
1,2,700,9.592476413979236,-0.6555461156906516,1.1575262595342815
1,2,710,5.364630157381382,-0.36617177000974444,-1.1149206226067336
1,2,711,6.940654063102856,-0.3094056573500856,-1.650550552572528
1,2,712,8.136685624880423,-0.07201473400821048,-1.2241392674400218
1,2,725,3.9094792462291954,-1.3299354234456944,-1.615565653847891
1,2,726,6.540108227325898,-1.8272989283407266,-0.8272850641133767
1,2,727,9.351944587285077,-1.9728428912348501,-0.8534712313843849
1,2,728,12.058492088970388,-1.9663126166509186,-0.7449083232737884
1,2,733,12.912318422715607,-2.0029288258390716,5.348703998824255
1,2,735,10.965068349022133,-1.4183405196204029,4.738297034191779
1,2,736,8.40811054423689,-0.7075730336214765,3.2615710121362067
1,2,737,6.742648099801295,-0.7898487735787283,2.4357512487649373
1,2,738,5.655182979510411,-1.023695532900425,2.111066357006448
1,2,753,2.574733487085334,-7.261726224781,2.2447592839398562
1,2,755,6.508384271001455,-7.636973765823043,-0.2572544536744167
1,2,1158,3.267352654919797,-2.5651000282707868,0.7748672790509179
1,2,1161,1.9218114729047289,-0.7160122251348611,-1.14888149881999
1,2,1226,7.135182588732314,-1.717036036495959,2.4623599905789417
1,2,1229,2.3853711459053653,-4.824164665890958,0.7180308909446536
1,2,1230,5.899085634521254,-3.384165125118024,-0.24056443162192798
1,2,1231,8.557676058249926,-2.2331850689165123,-0.5140388678170837
1,2,1232,11.23477214108912,-1.8020028908117083,-0.8856182966198104
1,2,1233,14.003336508818677,-1.5850719015343502,-1.187371404412275
1,2,1257,1.739383949731099,-3.5231975512908402,-2.039833102346674
1,2,1259,1.0425976471731615,1.0173250660040538,-0.5218408863531738
1,2,1260,1.356438599698561,-1.184068134822594,-0.2935635432485543
1,2,1261,4.026661824190561,-2.1248985190134433,-0.723075496818309
1,2,1263,6.645462413358651,-1.7596370734928022,0.9757963963631688
1,2,1268,4.88312819678136,-0.8166270628511121,0.9413781819697833
1,4,2045,5.684396937754303,-0.6343719134851091,1.6822904283519846
