ID,Other_ID,Frame,Distance,Repulsion_Force_ID1,Repulsion_Force_ID2
1,2,4849,6.5627748903268825,-3.3306335717396958,1.7598148089391061
1,2,4851,13.28289075101853,-2.101950985515892,-2.4372448772708744
1,2,4869,3.6332798685682968,-3.4307904532101943,-1.8678568606380441
1,2,4870,9.516504308127788,-4.024984510206129,-2.214317293732318
1,2,4891,4.426015530147774,-2.498135350587071,-3.164592658739773
1,2,4892,10.306173421327136,-2.909479798639893,-3.2370142453477806
1,2,4911,2.267473833423748,0.5056226996104067,-0.7348519412898397
1,2,4912,2.2814596855119778,1.1181671168281397,-1.185511650628643
1,2,4913,3.523845062522494,0.547488426234677,-1.8402188929854595
1,2,4917,3.659133308066185,0.1121033813571673,-1.2655845968606203
1,2,4918,5.749471294414964,-0.8909337929579749,-1.224199659299074
1,2,4919,6.377811576817131,-1.0680930201224097,0.4263109259485196
1,2,4920,6.865354769833478,-1.1078118643235435,0.6109098268466597
1,2,4921,6.622309499508367,-0.5789578322745221,0.8125659959860461
1,2,4922,7.791035148918838,-0.2749048729135759,-0.8994593633377609
1,2,4923,10.55045687356232,-0.4115891404636136,-2.3584545328852444
1,2,4924,10.495274463628133,1.9883911372506473,-1.935644034140046
1,2,4995,10.0315797565775,13.661615390574703,-2.3551745819427556
1,2,5047,2.871769292620555,-1.7398573626077187,0.10581814593734962
1,2,5048,6.283389843393753,-3.8026882756853997,-0.5595938305137615
1,2,5049,9.825889406035268,-3.094804650198113,-0.5424801370139992
1,2,5050,14.063280909273663,-1.0303166251602387,-3.260467776695279
1,3,2561,4.3846755942476605,-30.809151369045523,-0.35398337112537503
1,3,2869,6.754028805304772,1.0471422498486445,-0.6872143069713115
1,3,2876,2.8161231249549825,0.4521036690960942,-0.6856114947523586
1,3,2877,3.112097602964843,0.8356586408652757,-1.3908412305580817
1,3,2878,3.8624870949233943,1.119471044537601,-2.0494261881041638
1,3,2881,2.5540563274647026,0.09321451503233186,-0.8524188719439177
1,3,2889,2.7568218620745473,-2.114309887284023,-0.12235357794758014
1,3,2891,8.840679894808382,-5.347582636476561,-0.8876851040875271
1,3,2892,14.736327979659462,-4.687265452185413,-1.266151167623855
1,5,4951,3.4636257491249975,-3.6519981432716597,-3.847742577624798
1,5,4952,10.876994400605698,-3.4783827326490115,-4.210652019657042
1,5,5024,2.8169699844416685,-0.6185582780637576,55.62200332170081
1,7,242,6.940203530135452,-4.060997253260507,-2.867917952437893
1,7,243,12.446534061954244,-2.900737085301768,-2.6184537326131556
1,7,258,1.4874910034703925,-2.8492093999098698,-0.24744114911053527
1,7,259,5.698875749242168,-3.7884255414166237,-0.4306543505218692
1,7,260,10.941003529153296,-4.614230674617343,-0.6499578055448045
1,7,477,3.7703189153536387,-1.4148564379358397,-0.6582508451893989
1,7,478,11.385028753493783,-4.71728498167813,-4.476084108800599
1,7,527,7.816027975811414,-0.6420335369780155,0.5927974260893822
1,7,528,7.931230730553746,-0.7597319657354359,0.634363816485441
1,7,529,7.21163101618496,-0.6627260189303201,1.3768169157792416
1,7,567,1.604154535296429,-0.5137744239793562,0.2222840552333436
1,7,571,3.2062600182126584,-0.5612819150134517,-0.026722923544687825
1,7,587,5.448329705547082,-0.30194298404106834,-0.7643931172914189
1,7,597,7.36802678216066,-0.7196648164503096,0.462787628152155
1,7,602,5.232402746933388,-0.7863836687813371,0.2958850623649308
1,7,603,5.719050059909616,-0.8489030092663749,0.3018304422397098
1,7,604,6.042735839578385,-0.604294375336578,0.2517193449372618
1,7,623,8.507194118074608,-0.9884450146686327,-1.612577297676883
1,7,624,11.007377248921962,-1.0023705752235217,-1.5307739554408346
1,7,625,13.212235617525009,-0.8718166883183802,-1.3429590068477932
1,7,752,1.782358665737191,-0.5833703773271071,-1.8772608714174837
1,7,753,3.878445221078805,-0.7556703525685996,-1.3610908686159164
1,7,754,5.807956489711647,-0.7237672121894249,-1.2058122266418705
1,7,755,7.584034447256166,-0.5201151433595841,-1.256629008917609
1,7,756,9.648385780698304,-1.12848728186841,-0.9532980073599886
1,7,757,11.407434268658983,-1.2306172701960219,-0.533237782090257
1,7,758,12.44311462103862,-0.8575860663020336,-0.18076296484713136
1,7,762,12.605575205969322,0.3944312586859471,-1.4703924343767176
1,7,763,13.583619500711894,0.4859441176366594,-1.479384218850626
1,7,764,14.521534342072751,0.5778581775942743,-1.5360050859145213
1,7,1065,9.790315342381108,-0.6268192959446391,-0.48965184764057956
1,7,1068,11.605530032977171,-0.15029259739405734,-0.5598593736541237
1,7,1069,12.515109977351086,0.024534044278030534,-0.9396995581068797
1,7,1070,13.648529069294181,0.1439747924536018,-1.2953041668991463
1,7,1100,14.206935732076678,2.8638745756605775,-0.75018559272987
1,7,1101,12.195062805557612,2.550917436163195,-0.5534791554345048
1,7,1111,10.655695107829043,-6.329409080343719,0.4383692594192657
1,7,4674,14.10974163672545,7.34444084275704,-0.643515722156092
1,7,4675,9.090898992685728,6.137181692502025,-2.181563291242221
1,7,4676,6.011691143580934,4.41638208536356,-2.5408252573620977
1,7,4677,2.2312180697003594,4.434049368593659,-0.9020826565758329
1,7,4678,1.136630846892631,-4.147445060074296,0.9515365699788226
1,7,4688,11.217698079733932,-5.388917387124866,-1.3351316677357115
1,7,5961,3.249274146119101,-1.7887013995913268,1.6069182504714106
1,7,5962,4.210563439577878,-2.8690706715053054,1.4670790241092042
1,7,5963,4.819896390406225,-1.8409215806783519,1.1954780205465507
1,7,5964,5.240868555906986,-1.576305926912184,1.134198352487867
1,7,5965,6.2298660975285625,-1.5831978134359153,0.5886349641390919
