Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle,Smoothed_X,Smoothed_Y
0,1,322.45392,586.3327,306.98453,617.4921,294.6318,649.375,5.224122617756502,306.8750067105725,617.4793152040232
1,1,320.79187,584.5272,306.38522,616.2774,294.89267,647.6404,4.281439356777526,306.60356630406267,616.5119363982071
2,1,320.60327,582.39966,307.18823,614.10815,295.5965,646.72095,3.364993975828225,307.10776606749266,614.285520356126
3,1,320.9746,577.26324,308.67065,611.0521,295.4981,644.1166,1.7130363398443291,307.92816765397333,611.7317117827191
4,1,321.00305,576.7389,308.831,609.5586,296.22397,641.66724,1.0878652374431803,308.6784376369303,609.6068935090896
5,1,321.38257,576.57916,309.30234,608.205,296.7489,639.58746,0.8963478595028752,309.264662271049,607.9664008709942
6,1,321.1793,575.0914,309.49762,607.401,296.68542,637.863,2.933848909998198,309.66603273132955,606.6903073303536
7,1,321.17184,575.0079,308.9494,607.20776,296.24686,637.1476,2.2041585977695046,309.8757150306668,605.6737224851977
8,1,320.2639,573.719,309.3898,606.07733,297.1696,636.22375,3.490707700129854,309.94277453353334,604.8719004779937
9,1,319.88525,573.04395,309.49194,605.7104,298.1012,635.00183,3.6005436618443696,309.93025144229625,604.2551315873177
10,1,319.8222,573.04694,309.52734,605.2502,296.92825,635.44464,4.920756299719674,309.9011859593228,603.7776055260199
11,1,319.39914,573.2374,309.37903,605.07526,296.3437,634.93634,6.112824523623144,309.91861828697995,603.3291097440456
12,1,318.74887,572.963,309.33936,604.8089,296.54587,634.5297,6.828891543038285,310.03248974417465,602.7852979823124
13,1,319.61053,569.9594,309.7739,602.92645,297.2849,633.9513,5.3131950023564,310.2403461159725,602.0296914085319
14,1,318.90207,566.85675,311.02167,600.02606,297.92877,632.2235,8.764233783180364,310.52663430397865,600.9477780471141
15,1,319.2608,563.93317,311.31494,597.70374,298.75266,629.13824,8.542977068127307,310.8758012097984,599.4722681184445
16,1,319.79077,563.31006,311.75262,595.93207,299.6864,627.2158,7.249710814186014,311.27229373503695,597.7247606268089
17,1,320.26004,562.16437,312.58908,594.307,301.16083,625.9975,6.407533363168517,311.70055878129955,595.8740767724687
18,1,320.94714,560.2438,312.55322,591.6972,301.18073,623.45685,4.759216428560112,312.1410345125018,594.07421951113
19,1,321.81287,559.2509,312.80353,591.0394,301.50867,623.49316,3.365808429362801,312.5581241418003,592.4199188202753
20,1,321.2829,559.628,312.80133,591.1942,302.14127,623.23395,3.363306266825349,312.9122221446623,590.9910864328317
21,1,321.31943,558.8319,312.9445,590.11163,302.72818,622.81464,2.3597448273541413,313.16372299655444,589.8413723406122
22,1,320.94986,559.29224,313.2596,590.368,302.59265,622.2531,4.597723306274028,313.273021172944,588.9193795709742
