Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle
0,1,743.3816,520.7759,722.97406,545.2168,694.8788,572.03735,6.468690181551207
0,2,629.2623,442.4422,660.8026,428.04578,695.7986,427.78253,24.103154234891537
0,3,741.21875,459.42383,753.1243,489.42117,769.1577,519.5636,6.361867147852684
0,4,869.65,434.68274,861.2781,470.48822,854.14307,508.03662,2.401103251394758
0,5,601.1822,261.92493,594.3136,266.67697,598.0512,280.90454,70.04164981994859
0,6,587.43097,254.97006,589.0847,259.97098,588.5155,276.1296,20.315982337397113
0,7,831.39795,357.525,838.63104,367.6353,818.6315,369.14615,121.26045860823892
0,8,553.8291,783.062,565.27966,787.9818,584.0952,792.755,9.016350336065928
0,9,540.63226,786.6847,556.34454,791.7754,570.17285,795.03046,4.706277318549266
1,1,743.41565,520.3943,722.8666,545.2102,694.54,571.72064,7.270087280579387
1,2,628.73,442.52966,659.95667,428.70523,694.399,427.5887,22.022851035837277
1,3,741.06433,459.13147,753.786,489.57675,769.50836,520.93475,3.950618093848113
1,4,875.6002,437.44296,862.1398,470.50882,854.86536,510.02142,11.718722371987642
1,5,601.61676,253.9708,596.19885,266.80838,595.7992,291.7922,21.964973495728188
1,6,588.17633,269.56958,588.5831,262.99365,581.7554,273.6313,150.84556676124637
1,7,833.4939,357.14615,837.37274,368.3956,815.53326,370.25848,104.14888302165235
1,8,549.27094,783.9817,564.6802,786.8925,584.44403,792.0077,3.813413257094892
1,9,532.9604,783.0197,551.598,790.0323,567.18256,797.3966,4.673405250438519
2,1,743.43274,520.1285,722.2448,545.9973,693.5753,573.04285,7.350310675168241
2,2,625.676,442.8896,658.10504,429.7733,692.47784,427.36908,18.02041858865033
2,3,740.87805,459.1771,753.82733,489.43137,768.98456,520.7481,2.6550542348785937
2,4,884.3949,436.01105,865.2677,466.2014,855.6932,507.2932,19.240368627244347
2,5,600.4349,260.2655,596.81726,266.7873,595.7475,291.65344,26.553580404387926
2,6,586.22015,266.53036,586.7439,262.17447,577.2061,276.27228,152.7761270024669
2,7,832.9141,356.94647,838.074,367.66885,817.2719,368.87277,112.38560961647912
2,8,557.7524,778.9763,566.4421,787.3359,584.23865,791.09436,31.965524920939476
2,9,544.5362,784.5433,548.52075,784.373,544.4711,787.5293,144.5139879177334
3,1,743.4719,520.07794,722.2321,546.4227,693.312,573.9449,7.542256721279467
3,2,625.03015,442.93396,657.25525,429.85754,691.4115,427.31436,17.82825890821151
3,3,740.8516,459.22083,753.8764,489.49518,767.82227,520.66693,0.8251939969629914
3,4,885.4057,435.18338,865.8919,465.18716,856.1835,507.21567,20.0320979892272
3,5,599.1531,256.00717,595.91034,266.2255,595.53723,292.30945,16.78706875547648
3,6,584.2269,261.23102,586.95386,263.69733,579.6956,282.45563,69.02613820853986
3,7,830.0812,359.86237,838.1133,367.46997,820.02515,366.26608,140.36256959910676
3,8,558.098,785.7326,565.9078,788.58765,583.44,792.95325,6.09856859839949
3,9,557.96924,785.6258,548.9501,781.56854,534.35974,777.6637,9.237418991313618
4,1,743.91064,520.1358,722.2952,546.57544,693.3047,574.4675,6.838993998185987
4,2,624.68787,442.63776,655.97986,430.09357,688.9749,426.21964,15.148205589652294
4,3,740.78265,459.62747,753.5812,489.38977,765.6722,518.4604,0.6864256805958198
4,4,885.8535,435.4162,865.8548,465.26898,856.7002,507.59915,21.615356929466802
4,5,599.441,256.8853,596.03577,266.87253,594.9262,292.59372,16.357075621701693
4,6,583.3867,264.42828,585.93695,264.27502,579.8273,281.42282,113.04986992824956
4,7,826.589,360.4443,838.16425,367.14932,824.74426,366.4355,152.96304395772574
4,8,558.1487,786.0144,565.7122,788.3782,583.1129,793.3053,1.5453503250056124
4,9,558.3732,784.4901,550.3988,780.3082,532.9372,778.1513,20.631367654287484
5,1,744.35144,520.46155,722.31305,546.5083,693.5162,573.9689,6.125895423947453
5,2,623.32855,442.62024,653.20404,429.7827,685.582,425.188,15.176382458499788
5,3,740.58777,459.674,752.30634,489.33972,762.0273,518.5873,3.1699032457708807
5,4,885.5988,435.98166,865.1286,466.1748,856.5647,507.42072,22.406626426954666
5,5,598.2762,264.803,595.3263,267.40237,594.98236,290.67383,47.767622351866706
5,6,586.04535,262.65143,586.6461,266.58057,578.73846,283.8221,33.33131643291196
5,7,836.1819,352.6494,837.50543,366.67047,815.27423,374.1828,76.72152591270923
5,8,561.0452,785.4403,565.52386,788.59906,580.6497,793.45435,17.39880206977736
5,9,555.1357,783.87994,551.3742,779.91394,539.6904,778.43195,39.28722145139993
6,1,744.63196,520.4393,722.43274,546.8063,693.20593,574.76965,6.17050507933232
6,2,621.93494,443.62332,652.1453,430.04465,685.38885,424.35165,14.484812416090175
6,3,740.546,459.55582,752.09674,489.37427,757.17126,519.84375,11.71926041554098
6,4,885.5852,435.701,865.1954,465.91632,856.7411,507.79968,22.600179739736788
6,5,598.29785,259.41153,595.4947,267.1638,596.3077,292.42676,21.722837757661374
6,6,576.00305,263.23373,585.8383,264.72568,583.33307,285.39902,88.28393759839159
6,7,837.1432,353.1636,835.2601,367.40335,812.652,376.30603,60.97303563910492
6,8,575.0752,788.7558,557.5518,784.43524,540.89435,783.7687,11.559040710233974
6,9,575.41394,788.12445,556.1355,780.7032,534.1364,779.2431,17.257114480937695
7,1,744.4106,520.83545,722.14197,547.17035,692.7992,575.2125,6.080701869901066
7,2,622.58405,443.48563,652.6753,431.75354,684.1192,425.9992,10.929478621797221
7,3,740.56555,459.46658,751.95575,490.2092,754.46783,521.0702,15.676134384499173
7,4,886.2544,435.66217,865.4966,465.93927,856.93604,508.1577,22.971977900640375
7,5,584.30164,262.1333,593.9005,263.09265,598.42706,290.60556,74.94971665092041
7,6,565.3987,260.67648,590.0551,259.53415,594.74115,289.488,83.7612342670347
7,7,838.6534,356.89706,832.3991,368.53992,811.7617,377.449,38.406648903736276
7,8,548.87164,802.6103,545.8702,799.043,538.7694,787.4155,8.665103676093603
7,9,566.0602,788.25116,556.33594,786.2954,548.9441,785.5354,5.501354729070868
8,1,744.147,521.5694,721.7089,547.8889,692.8366,575.4171,5.91672148676355
8,2,621.4601,444.01062,652.4734,432.6753,682.9085,425.9064,7.538561221419316
8,3,740.6254,459.3835,752.0849,490.58234,752.56616,521.79315,19.285099162340025
8,4,886.1364,434.81372,865.5847,465.52423,857.1611,508.27292,22.64339155411752
8,5,563.0515,262.17194,587.9991,260.86804,595.09906,289.80927,79.20805287921208
8,6,588.22363,252.06482,591.5943,248.75609,605.1105,253.78958,64.89432359572548
8,7,837.905,356.10403,831.6101,368.91772,811.6189,378.1201,39.119139077151
8,8,549.7361,804.0832,544.7675,798.8539,535.596,785.89294,8.251096654721826
8,9,563.33154,788.08264,556.4391,786.49835,552.05597,786.07104,7.3769033194789815
9,1,743.2808,523.1108,720.9443,548.7891,692.81683,575.638,5.313563790717087
9,2,616.4147,445.66245,649.023,433.9069,682.62354,425.68985,6.082635928689655
9,3,740.4215,459.41583,752.1833,490.81818,752.138,522.88824,20.614380188345628
9,4,886.73065,434.31683,866.0875,465.30844,857.38965,508.20172,22.2041192663148
9,5,562.0497,261.97598,588.437,259.8677,595.7252,289.4245,80.71623135323537
9,6,584.52136,252.1922,591.9021,247.99637,605.4242,255.359,58.18532092737949
9,7,838.2299,356.55328,830.7947,369.19043,811.08813,378.4854,34.277137319791024
9,8,551.06537,802.5913,546.7057,798.7428,538.1194,786.6194,13.25581079330152
9,9,560.4414,786.92694,556.0978,785.1427,553.7012,785.6618,34.55294529574728
10,1,741.33594,525.0763,719.2729,549.9118,691.6135,575.64435,5.44988971752134
10,2,614.4654,446.3082,647.5271,434.07108,680.62085,425.74506,6.189190602883319
10,3,740.4576,459.74817,752.33374,491.37027,751.7014,523.52966,21.710839418834507
