Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle
0,1,473.59833,478.99307,502.8707,498.34164,535.4838,518.9204,1.2122459823063139
0,2,645.71704,812.8152,626.42926,809.0576,615.74725,790.6111,48.901706211073545
0,3,399.8638,512.7837,377.2302,521.5067,369.94797,532.61,35.6638852698276
0,4,368.58685,530.50586,374.3734,540.6757,395.119,547.1232,43.09581254848056
0,5,585.62537,321.49234,603.62134,333.14246,618.6821,350.60153,16.29988685630352
0,6,719.97955,775.8589,727.9401,764.853,710.85486,764.3254,124.10940986750715
0,7,735.35486,772.6084,740.8301,781.719,723.0054,782.9852,116.94135283521054
0,8,561.2645,769.36194,546.685,759.86584,547.6919,740.36884,59.87890667258988
0,9,641.83307,808.6477,651.7198,809.9248,665.4281,806.5683,21.11861381339299
1,1,476.57037,480.06738,504.43652,499.00287,535.153,518.7408,1.472330518010521
1,2,647.6967,812.8936,627.10706,809.44104,615.3857,791.20447,47.75044825694237
1,3,399.52008,513.2231,376.9764,521.815,371.83167,532.6065,43.64796390398987
1,4,367.96964,530.25543,376.7708,541.4744,398.27582,548.07245,34.82949360931286
1,5,608.02856,337.92136,602.6405,332.9267,595.37665,334.6947,56.509758870008774
1,6,721.8972,776.9813,726.93866,764.0693,706.96246,763.3498,109.26517303999368
1,7,735.595,772.6815,741.26337,781.65765,722.42456,783.53033,116.59539229538734
1,8,560.5857,767.00464,546.29407,757.579,547.6974,738.55066,60.81209355287479
1,9,645.71716,808.9569,654.80743,809.0491,668.567,806.3878,11.527382632451337
2,1,478.63824,480.68842,505.6315,498.23947,533.86383,518.1139,2.112110322115895
2,2,648.96,810.19366,626.8145,809.5314,613.9293,792.1125,51.79572034271112
2,3,399.4748,513.34265,378.43103,521.1151,372.9827,531.9474,43.02728893959243
2,4,367.21512,529.3261,378.72507,541.28,398.5615,548.72076,25.522688072600005
2,5,606.1867,336.99463,602.6931,333.69925,595.6445,337.6056,72.32276857041674
2,6,718.55444,776.11194,726.06726,763.9721,708.96924,764.36957,123.08323202106642
2,7,731.0778,775.0902,741.8758,780.27,725.7479,780.1544,154.78354710591165
2,8,546.04315,730.0328,545.91095,752.7622,558.0126,769.1439,36.78754224180359
2,9,646.83813,807.8822,655.18164,807.92584,669.5867,806.58234,5.628069400481713
3,1,479.34702,481.42126,506.78156,498.27182,535.0881,518.40625,3.865586931539974
3,2,650.62616,810.1647,628.6045,808.8402,614.4217,791.86993,46.67118875970963
3,3,399.33524,512.4149,379.38678,520.83124,373.81412,531.6759,39.92803589040376
3,4,368.1305,529.47455,379.64005,541.3747,398.37595,549.4988,22.513823600297403
3,5,583.2452,321.77625,603.456,334.43872,616.6167,354.5638,24.74955286855411
3,6,716.5597,768.99023,724.55524,764.41046,710.9279,770.69025,174.9377075107617
3,7,729.04254,774.6625,742.4453,780.32623,727.7482,779.3577,160.8622026605884
3,8,546.4859,728.6481,546.22534,750.6518,558.36316,769.51514,33.43813393490446
3,9,647.65985,806.8811,653.08405,807.59344,668.9491,806.66846,10.818417253542668
4,1,503.88922,498.2067,506.57947,497.52747,504.01627,495.6363,129.4096266769408
4,2,648.78546,810.8769,628.03,808.45825,614.4581,791.6824,44.37998153109948
4,3,399.17972,512.2179,379.3959,520.7415,373.95993,531.3876,39.642505175115915
4,4,368.19894,529.0628,379.26154,541.1485,398.1381,549.3489,24.049544546976477
4,5,582.539,321.62354,603.4899,333.99884,618.9403,354.14713,21.94826813938212
4,6,721.15607,771.32495,723.37524,764.05676,706.94037,767.57935,119.07636938931584
4,7,730.1938,772.675,742.3845,780.1829,726.88,780.40204,147.56256230469765
