Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle
0,1,298.97684,582.4386,320.89764,595.76294,321.5495,620.48114,57.19647603042528
0,2,609.702,451.40942,590.0578,462.7237,573.04004,479.09732,13.954684452648157
0,3,574.65735,480.11005,558.94946,494.35184,558.1083,521.11743,46.00240471043216
0,4,666.9249,612.5982,676.5757,598.9907,687.8015,582.35474,1.3338352940682834
0,5,717.40326,535.80743,732.49927,556.4473,748.86365,577.1482,2.145209825208042
0,6,640.2826,490.27924,647.6219,513.0502,649.936,537.6471,12.49005551010145
0,7,771.47815,441.50552,747.0595,447.15897,732.27966,434.30377,54.051584761125774
0,8,592.08344,463.40616,572.8608,480.73242,562.66656,504.50192,24.75677113359943
0,9,679.5429,583.26135,678.5863,561.6349,679.83923,539.8196,5.81975441323426
0,10,516.5469,192.50334,516.67755,200.22618,507.33655,200.568,88.87372543040978
1,1,298.3773,582.04126,320.69656,595.21075,321.67416,620.30865,57.226626573981655
1,2,610.4405,452.08832,589.8201,462.60437,573.3521,479.75345,19.139766039272896
1,3,574.0543,480.44254,558.44885,494.72357,557.7626,521.7812,46.08450079851041
1,4,668.99133,610.98596,676.19324,597.41394,687.11383,581.28436,6.147714404085469
1,5,719.35095,536.85956,733.5522,557.0634,748.4223,577.027,1.5778078146847765
1,6,640.913,490.68225,647.46484,514.1352,649.4834,538.4172,10.856178952407369
1,7,745.5754,434.67896,746.76276,446.9638,767.46405,440.65793,101.42069418271883
1,8,592.9541,463.9788,573.0306,480.52176,562.61414,503.62225,26.024854827419876
1,9,681.24475,579.70276,678.86554,558.9888,679.89905,538.33,9.416280003716734
1,10,499.2307,224.6555,481.41116,220.74527,472.8965,217.62666,7.73938636612438
2,1,297.44946,581.14764,320.7284,595.804,321.1121,620.4429,56.91337270300668
2,2,611.44226,451.02933,590.7361,462.0595,573.9489,479.13077,17.43649723745821
2,3,575.54834,481.43307,559.4599,495.2035,559.7117,522.3314,49.970862708427376
2,4,672.2088,603.46387,676.1781,597.3959,683.5162,588.4269,6.098472161664721
2,5,723.07104,543.15326,735.63385,558.2717,748.4757,577.83167,6.438701818928649
2,6,641.2553,491.68073,647.7979,515.50226,650.59143,538.98126,8.57258240109241
2,7,753.55695,434.11026,748.51697,446.02444,769.3839,441.79095,124.39801561190066
2,8,590.6774,468.08038,571.1405,484.3415,563.4021,507.37054,31.65469666881244
2,9,681.36316,579.52844,678.5503,558.8625,680.4276,537.8606,12.858940931719982
3,1,296.5476,581.2295,320.09418,595.38165,321.096,620.2728,56.688110640259
3,2,613.0851,451.48584,591.06836,461.20392,574.2754,479.32935,23.368865562602064
3,3,575.2175,481.6824,560.3636,497.0046,560.2776,523.6685,43.92618385390253
3,4,674.1876,606.82465,676.82336,597.10004,681.53455,590.3115,19.59537107185942
