Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle,Swapped_In_Smoothing
0,1,765.2939,306.86414,744.3416,332.41016,718.9514,359.17175,4.135927722288118,False
0,2,565.17426,420.6099,544.6482,445.09946,524.88617,473.91925,5.529425036693147,False
0,3,1006.6648,512.6858,986.48895,495.2555,964.086,482.67175,11.501446217227185,False
0,4,636.07367,603.32947,612.778,582.04016,593.9456,555.841,11.867389022302184,False
0,5,781.3523,485.874,808.60626,487.8992,835.30414,489.77463,0.23154652169551507,False
1,1,765.3884,307.16925,744.3933,332.18582,719.1831,358.99908,3.230042551112102,False
1,2,565.35614,416.7556,544.07227,441.24136,524.2601,470.80624,7.171240808119466,False
1,3,1008.5808,513.69244,987.56714,495.4565,964.2265,482.84476,12.567949738504776,False
1,4,634.76666,604.3171,612.25586,583.80457,593.90564,557.1876,13.07617462090879,False
1,5,778.9539,484.20996,808.43317,487.03687,837.4674,489.65927,0.316517857373121,False
2,1,764.7693,306.75046,743.97284,331.55075,719.4324,358.76492,2.0609905395054073,False
2,2,565.0844,414.9471,543.87573,439.2218,524.5681,468.2294,7.495618638509218,False
2,3,1009.2182,514.0067,988.26666,494.96393,964.1552,482.21442,14.39887264437475,False
2,4,635.0719,605.27655,612.2005,584.2172,593.564,558.04816,11.905176098532468,False
2,5,778.0984,484.79138,806.8987,486.974,835.519,489.8444,1.393250541856414,False
3,1,764.0546,306.24612,743.1962,331.49152,718.5166,358.76202,2.580429949181511,False
3,2,564.2089,415.64236,544.3792,438.23602,524.5193,465.81537,5.514590390933933,False
3,3,1009.3581,514.0819,988.2453,494.4905,963.8279,482.26706,16.266769669961253,False
3,4,636.86884,606.9342,613.15924,584.0627,593.69257,557.8046,9.479007654870447,False
3,5,776.32306,484.67917,804.5247,487.68002,834.8668,491.20477,180.55249285531974,True
4,1,764.439,305.33124,743.3984,331.161,718.71783,358.7708,2.6279329190264593,False
4,2,564.47394,414.71048,544.75903,437.4526,525.2578,464.93365,5.5613022333803075,False
4,3,1009.61774,514.72546,987.455,496.4561,963.9186,483.79663,11.225439983492802,False
4,4,640.0325,608.65094,614.3892,584.4947,594.61053,556.8319,11.145831834533126,False
5,1,765.6279,303.90082,743.97095,330.29575,719.06274,358.58218,1.9974319367071145,False
5,2,563.7049,415.22275,543.5901,436.97412,525.1462,465.7347,10.089741835443304,False
5,3,1008.315,514.9139,986.75366,497.14368,963.83704,483.25183,8.270492084072211,False
5,4,633.79846,598.77374,615.3446,584.3307,607.15594,566.99414,26.66819483315137,False
6,1,766.1019,303.14426,744.54004,330.15466,719.185,358.55228,3.1606877583615196,False
6,2,566.29376,410.27338,545.89496,435.18292,526.13965,464.3582,5.2115426218730745,False
6,3,1008.1096,514.8638,986.77997,497.25375,964.05054,483.2526,7.910707215305311,False
6,4,635.534,599.64825,615.46844,584.7495,605.1248,567.2273,22.851994148796063,False
7,1,766.2299,302.34445,744.83295,329.65073,719.5644,358.15228,3.477276532335319,False
7,2,566.85126,409.73734,548.24054,435.44974,527.66266,464.339,0.4343124121241878,False
7,3,1009.2137,515.06494,986.97894,497.28137,964.21826,483.0754,6.683045602527373,False
