Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle,Swapped_In_Smoothing
0,1,571.4628,310.323,588.9427,332.8074,608.2956,354.67236,3.6501240458431283,False
0,2,616.9604,517.2684,605.1459,540.1268,588.23694,562.30396,9.991134092325943,False
0,3,527.01587,542.3337,522.6358,517.52435,546.2401,504.28632,70.72726764645044,False
0,4,482.93817,355.70554,465.04227,374.32523,446.7571,396.48676,4.338921132456898,False
0,5,658.0052,623.0495,656.1009,597.1443,644.0245,577.4604,27.325582650509563,False
1,1,572.8337,311.85873,588.83276,333.10022,607.065,353.8151,4.365562211324677,False
1,2,616.7593,517.53204,605.10516,540.4135,588.3425,562.4786,10.232700025510457,False
1,3,538.555,517.7535,522.8681,517.76855,535.54376,531.54834,132.55506746979077,False
1,4,482.74835,355.6626,464.56216,374.357,445.64413,397.10153,4.458169818596695,False
1,5,657.8491,624.16473,655.30457,597.4815,642.9789,577.0367,25.63740736298363,False
2,1,570.73975,310.6924,587.6153,332.1096,606.7599,352.97318,4.30370493327534,False
2,2,615.93304,518.9592,604.5606,540.8011,587.63556,561.937,11.182025885290415,False
2,3,545.2193,507.9297,525.7594,518.2605,531.87384,543.1032,75.86435643339932,False
2,4,482.54346,356.08093,464.2584,374.90656,444.88486,397.9741,4.1399033035157125,False
2,5,656.22876,623.89215,654.7384,597.15137,641.17834,576.25146,29.78590603904714,False
3,1,570.44696,311.0049,586.7581,332.23163,606.3572,352.55203,6.425166163050689,False
3,2,614.4504,522.283,604.26416,541.42596,588.4058,560.9688,11.040096039500373,False
3,3,546.3793,507.67175,526.9414,519.09546,530.9996,546.4875,67.98423546478158,False
3,4,482.57983,356.27762,464.06198,375.12735,444.49313,398.48624,4.5366506785624745,False
3,5,656.1347,623.353,654.60144,596.59503,640.4142,576.298,31.673290029191815,False
4,1,567.06885,310.22006,584.27856,331.05438,604.948,351.55988,5.670463793084949,False
4,2,611.63696,528.0153,603.9705,542.60675,590.5295,559.07635,11.500538425275101,False
4,3,533.04846,533.9346,529.12195,519.0837,549.355,513.8437,90.29030973504152,False
4,4,481.841,356.7879,463.56656,375.9311,443.83047,399.19754,3.3633062668253495,False
5,1,565.4028,309.27466,583.4962,330.13,604.7775,351.0349,4.567331745136493,False
5,2,600.6692,544.7957,603.32263,543.88196,601.3654,543.9951,344.3069759249556,True
5,3,549.46295,501.64368,526.80334,520.01337,528.374,551.4733,53.827198271970595,False
5,4,479.5501,358.01706,462.33777,377.3832,442.59482,399.74677,0.19281449969864173,False
6,1,565.66406,308.8253,583.7042,329.54544,604.8938,350.82208,3.837828697001312,False
6,2,588.83966,560.5212,603.09576,544.64984,612.2051,524.74335,17.342053166481303,False
6,3,549.1534,501.90628,526.73785,520.4433,528.73926,553.19885,53.90669285045546,False
6,4,477.88885,359.11697,461.31494,378.29755,442.73285,400.06314,0.340348762865499,False
7,1,566.5694,309.0548,584.3926,329.59402,605.09924,350.5229,3.7440265709336726,False
7,2,587.9595,562.4111,603.1198,544.9043,613.5588,522.60474,15.806133619027005,False
7,3,548.47687,505.21548,527.21954,520.3115,529.68384,551.88196,59.08255612214183,False
7,4,477.28827,359.74826,461.2463,378.3161,443.8096,399.8852,1.87325280924877,False
7,5,639.54504,581.5438,652.14355,590.0591,657.769,614.1303,42.79157230242695,False
8,1,565.54504,307.96686,583.5774,328.89365,604.6035,349.85837,4.332732586922254,False
8,2,605.57477,536.9825,603.2944,544.47473,597.505,551.45,22.76357753237312,False
8,3,547.3848,504.20587,527.6225,520.7413,532.3942,550.0609,59.32409665363957,False
8,4,477.23434,360.1368,460.80466,378.455,443.36194,400.46707,3.495247990273454,False
9,1,563.57355,306.87177,582.322,327.68365,603.29755,349.11325,2.372236274256836,False
9,2,614.8725,522.07355,604.0495,544.01624,588.6866,564.23706,10.971690376250688,False
9,3,550.31573,502.2301,527.4765,521.4998,522.7672,554.4123,41.70239768066357,False
9,4,476.41833,360.41205,459.78857,379.6527,441.98392,400.82117,0.7699938684517094,False
10,1,562.2159,306.52167,581.1849,326.6395,602.02203,348.2707,0.6122975242142779,False
10,2,614.8397,522.4292,603.5613,544.34607,589.0886,564.9192,7.894984646442795,False
10,3,549.5349,502.85147,526.8846,522.317,523.0377,555.11523,42.63486628802327,False
10,4,476.13367,360.40585,459.2187,379.82074,440.89612,401.20813,0.47724394835903455,False
11,1,560.5498,305.32663,580.01886,325.67993,600.87964,347.31033,0.23406797725889517,False
11,2,614.2701,522.4464,602.1902,545.12933,588.2848,565.9623,5.684272379896342,False
11,3,547.7127,503.80362,525.80444,523.6109,523.4334,556.1314,43.71325066451147,False
11,4,475.96283,360.5476,458.72736,380.0963,439.70233,401.1942,0.6419395587561175,False
11,5,655.9993,600.1972,650.6307,586.33856,636.6001,571.84735,22.899047966831212,False
12,1,558.04456,303.55173,579.0247,324.67218,600.21344,346.64163,0.8455725913390743,False
12,2,613.9711,523.1145,601.81287,546.17267,588.4676,566.62054,5.3284047812625515,False
12,3,545.6013,504.4885,524.7777,524.8429,522.68555,556.42993,41.86339119814303,False
12,4,476.4756,361.03998,459.90918,380.0383,438.849,400.64508,4.535225642254592,False
12,5,641.0603,584.0311,650.89343,586.29156,653.5976,598.9541,64.99899715357064,False
13,1,558.8503,303.84506,578.8409,324.16296,598.9317,345.8207,1.6842339250244078,False
13,2,613.49854,523.87244,600.9653,547.14276,588.5458,568.1109,2.331709314802164,False
13,3,539.2971,519.00073,525.11414,526.61487,528.51276,545.17413,72.14804543251925,False
13,4,475.8731,361.34543,459.84586,379.56207,439.0204,400.23666,3.8665492948844573,False
13,5,640.52515,576.9432,651.299,586.95734,652.5471,601.0594,42.03514926826446,False
14,1,557.3695,302.3391,577.3759,322.79318,597.9886,344.73364,1.1533486112844895,False
14,2,613.346,524.65466,600.4929,548.1037,588.7183,569.8487,0.2934198544058264,False
14,3,530.73145,546.47565,527.4077,528.35376,538.9584,519.4275,62.69648977453982,False
14,4,475.07318,361.89282,458.93176,379.2713,437.9627,400.17004,2.209568471325841,False
14,5,638.2706,573.49695,651.06586,587.50616,654.30176,604.56525,31.666115374356497,False
15,1,556.96063,302.40698,576.53937,322.09674,597.0988,343.45526,0.9302010452137237,False
15,2,613.16797,524.65594,601.1794,547.82043,589.7334,569.78186,0.16192549306284887,False
15,3,534.1089,535.4159,528.5401,529.02625,535.6979,531.8704,332.7438502084485,True
15,4,475.3382,362.17697,459.21854,379.84433,437.1792,400.3032,4.752626062586782,False
15,5,644.57855,587.58154,650.22974,587.69305,647.11224,590.28375,319.1423146064199,True
16,1,557.2612,302.61026,576.35126,322.3115,597.16437,342.9801,1.1025165269400248,False
16,2,613.3714,525.12915,601.189,547.7714,590.7534,570.19464,3.325018292329855,False
16,3,534.2138,538.3589,529.54254,529.4125,536.3737,531.3685,313.54945283463223,True
16,4,475.33163,363.1881,458.87582,381.49417,437.07693,401.53415,5.4540592285389975,False
16,5,653.77716,603.7842,649.4171,587.1435,637.27203,573.7072,27.428389795681525,False
17,1,556.8247,303.03302,575.51196,322.76428,596.6873,343.6856,1.9024863272754127,False
17,2,613.11096,526.26624,600.6061,548.0996,591.5959,571.15576,8.45635409357494,False
17,3,533.6395,542.2315,529.2138,530.1623,537.3781,529.8152,287.7032592008237,True
17,4,474.08313,364.49683,457.73874,383.1225,437.53735,401.48898,6.456280222378317,False
17,5,660.19305,610.38684,648.99725,586.30725,630.83026,565.9963,16.874737784110437,False
18,1,555.8809,302.9541,574.6369,322.6578,596.1806,343.66318,2.136433409653841,False
18,2,605.8475,544.0696,599.8899,547.9673,599.1434,553.82227,49.53945294868501,False
18,3,544.99023,515.2402,529.1347,530.4439,527.97754,555.6025,223.56874669208116,True
18,4,472.55963,365.85617,456.62366,383.68,435.06412,402.79245,6.643754865263633,False
19,1,554.88367,303.80457,573.8964,322.68222,595.62646,343.9501,0.4111691173020003,False
19,2,609.663,534.86835,599.46344,548.3009,595.31134,563.65125,22.07438769012705,False
19,3,546.07837,508.9522,528.5769,532.1399,528.976,562.9568,217.7865545839921,True
19,4,470.8248,365.91086,455.5617,383.82278,435.49997,402.72955,6.262751354620365,False
20,1,554.2129,303.9472,573.50714,322.8978,595.2887,344.08603,0.2769530426626223,False
20,2,610.8058,532.30133,599.7856,548.898,594.61615,567.3698,17.949610019535907,False
20,3,544.9622,510.0665,527.98364,533.3269,529.6764,563.89166,219.29693920610316,True
