Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle,Swapped_In_Smoothing
0,1,426.66077,458.45425,449.29175,464.90198,470.6483,475.61948,10.746567079214167,False
0,2,577.7997,437.52036,561.38245,455.51102,542.6326,478.0383,2.610595464778274,False
0,3,609.75964,443.56104,599.7805,425.2639,577.89777,438.0092,91.61034425632376,False
0,4,506.16998,563.661,509.0456,570.01764,524.50415,572.85693,55.25136663587125,False
0,5,612.3999,452.21222,594.27185,430.69656,574.3631,440.4823,76.05960147537276,False
1,1,425.3363,458.11057,447.8351,464.32135,469.1198,474.76773,10.709360770060702,False
1,2,577.7033,437.72958,561.4754,455.61707,542.77765,477.97598,2.31054427811952,False
1,3,611.4948,443.67972,600.0552,425.46307,577.20325,437.94153,86.50917198118458,False
1,4,523.9229,574.7594,509.43115,570.22095,509.8118,561.2335,75.0359749835173,False
1,5,613.0316,452.06107,594.35614,430.65244,574.3121,441.17966,76.60933340581957,False
2,1,424.35626,457.99164,446.5424,463.64883,467.5731,474.26935,12.48891851633538,False
2,2,577.80853,437.59882,561.68585,455.514,542.8047,477.9327,1.8811760486728177,False
2,3,614.0117,443.48712,600.2746,425.445,576.5246,437.72,80.0464561859708,False
2,4,530.2131,577.83307,509.96683,570.1351,503.97736,557.6381,43.57504411033922,False
2,5,608.85406,450.13824,594.6382,429.7081,570.4213,441.69495,81.50316008095771,False
3,1,424.00055,458.08063,446.21054,463.34796,467.01,473.99265,13.760495059930308,False
3,2,578.16785,437.53027,562.0192,455.61417,542.9549,478.02158,1.3733035456729321,False
3,3,613.4988,445.2014,601.20306,425.62094,577.79285,437.66986,85.10712871050426,False
3,4,528.88885,576.56177,510.91483,569.5125,507.38113,561.04034,45.944606075599154,False
3,5,610.41205,452.03546,597.81775,428.9598,573.80023,439.80386,85.6745047182302,False
4,1,424.10333,458.246,446.79572,462.7859,467.1384,474.13275,17.838807979437377,False
4,2,578.1826,437.70407,562.1053,456.0108,543.1033,478.06796,0.5457222389731865,False
4,3,615.50793,448.5664,601.78143,426.26102,576.8373,436.93124,81.55182264227031,False
4,4,532.92523,578.15247,511.57602,569.42664,504.87906,559.84766,32.81064309373082,False
4,5,613.5451,453.64645,600.0996,428.6395,576.05884,439.0022,85.05271829187971,False
5,1,423.92572,458.5906,446.87982,462.25537,467.12823,473.9967,21.036853052336934,False
5,2,578.40967,437.69016,562.432,455.95966,543.4684,477.80545,0.2121420935987288,False
5,3,618.4073,447.50574,601.769,426.00607,575.80664,436.48987,74.25342607713864,False
5,4,526.87445,574.95593,511.71927,569.42413,512.72095,564.8208,82.22350252681122,False
5,5,614.42267,454.1186,600.15576,429.20984,575.4061,439.17453,82.12803957593569,False
6,1,423.50427,458.81345,446.729,462.2413,467.0914,473.82507,21.238730939183068,False
6,2,578.62256,437.76392,562.60144,456.1249,543.5812,477.68948,0.3064670732398903,False
6,3,617.4839,445.4209,601.8313,425.49457,575.7508,436.54355,74.80945212333965,False
6,4,521.1673,569.96277,511.9099,569.49976,517.5929,570.09985,356.83535062700474,True
6,5,611.7958,453.2899,599.2143,430.84772,575.0058,440.70557,82.88068572106414,False
7,1,422.85736,458.84573,446.2976,462.08444,466.7681,473.9159,22.160222198888327,False
7,2,578.84406,437.62088,562.9675,455.8767,543.8452,477.46747,0.5177551717768739,False
7,3,616.3839,445.5578,602.16614,425.33493,576.7364,437.06924,79.66121191900136,False
7,4,520.1461,571.59674,512.81195,570.06415,519.43243,568.1741,332.26349316872887,True
7,5,611.8663,452.9472,599.5501,430.11267,575.0921,440.04312,83.75725987683423,False
8,1,422.4337,458.61743,446.09903,462.19434,466.6289,473.9285,21.155861324995758,False
8,2,578.68506,437.78342,563.1155,455.77042,544.35944,476.93423,0.6688107778816519,False
8,3,603.9217,443.1475,602.05676,425.08536,584.59296,440.69495,125.89619441555567,False
8,4,507.4185,565.2161,513.7825,570.1871,530.80194,574.8722,22.602454594209192,False
8,5,605.00415,445.7573,594.3558,429.91888,569.1623,445.7321,88.20180009502236,False
9,1,421.84787,458.4976,445.50897,462.25195,466.3586,473.85703,20.084572541385654,False
9,2,578.72003,437.87775,563.1526,455.90036,544.91364,476.22046,1.090918866330549,False
9,3,598.09314,441.46277,601.9573,425.068,590.4736,442.4461,159.80488480639923,False
9,4,508.62366,565.8527,514.6457,570.6339,530.8033,575.4681,21.791200236540135,False
9,5,599.7311,441.44534,589.14417,432.47495,564.9647,451.57614,78.58285258890321,False
10,1,420.9602,458.25864,445.07443,462.40207,466.05933,473.6245,18.38761660906907,False
10,2,579.0926,437.47882,563.17126,455.96664,545.12744,475.61182,1.832802865630226,False
10,3,615.5022,444.48438,602.15466,425.4046,578.18445,437.63416,82.05530383437143,False
10,4,504.59555,563.3404,515.2193,570.70087,534.3671,577.5645,14.994922122574843,False
10,5,612.7668,449.24487,597.79297,430.64938,571.2575,441.93216,74.19263180805876,False
11,1,420.004,458.15796,443.78766,461.8172,465.01416,473.12213,19.292460136474453,False
11,2,579.2938,437.40717,563.2954,455.9461,544.6521,475.08203,3.460004126198314,False
11,3,613.4225,444.74542,602.2583,425.66287,578.9357,438.41898,88.34649128989214,False
11,4,498.489,560.3439,515.2602,570.2276,538.47125,579.7927,8.11582992029228,False
11,5,613.302,452.8203,600.5354,429.95026,575.6614,439.4469,81.72505752581104,False
12,1,418.51547,458.3419,442.1183,461.83365,463.46985,472.80228,18.775060782644584,False
12,2,579.10016,437.57733,563.77344,455.36133,543.7239,473.8901,6.501859105157936,False
12,3,598.556,440.9541,602.11206,425.94742,589.49207,443.1246,157.02654333511524,False
12,4,495.69034,558.9266,515.6252,569.66003,540.3656,580.80286,4.052894213271301,False
12,5,586.7614,443.24655,601.25995,429.29718,603.80066,450.17688,126.95626044884177,False
13,1,417.34058,458.53128,441.1288,461.5394,462.51694,472.11285,19.09895638249595,False
13,2,579.55707,437.65347,564.4489,454.35547,542.9159,472.00287,8.532073213828978,False
13,3,591.2378,439.90048,602.49255,426.65665,595.9601,444.93176,159.31125314197877,False
13,4,496.12616,559.3778,515.5491,569.8257,540.2357,580.8254,4.260023165533794,False
13,5,598.8794,448.2301,599.5223,429.55685,587.19836,444.3955,142.26123171400727,False
14,1,416.5828,458.50824,440.0687,461.20074,461.14932,471.42154,19.32606711423531,False
14,2,578.041,439.89578,564.53033,454.79297,543.3663,470.60596,11.028569478845052,False
14,3,601.49915,446.91318,602.48315,427.39563,585.5978,439.07526,127.55785521752819,False
14,4,496.6041,559.683,515.6416,569.93585,540.30475,580.6794,4.766660821134826,False
14,5,593.9392,444.70975,599.804,429.71054,592.45776,449.0001,179.49216595651754,False
15,1,415.81778,458.1037,438.5965,460.8146,459.30093,470.53568,18.363946408239034,False
15,2,578.003,441.75552,563.78204,454.14896,543.49207,467.3754,7.972747770000643,False
15,3,605.3454,448.22876,602.41907,428.21893,582.40466,438.2581,108.31795629210288,False
15,4,497.30936,559.9066,516.198,570.20856,540.9799,580.69293,5.67671632576474,False
15,5,597.7188,445.86746,599.36804,430.4805,587.0722,448.4168,151.68610222633822,False
16,1,415.67093,458.2874,437.89026,460.58997,457.7485,469.99677,19.430443699893583,False
16,2,569.33154,451.31946,563.58716,454.20038,552.2212,458.09674,7.7123824147865365,False
16,3,603.3869,448.13388,602.3895,429.00015,584.6499,438.72623,115.75063348970434,False
16,4,497.99188,560.254,516.8363,570.48706,541.6643,580.7781,5.9894920413858745,False
16,5,599.0129,445.87766,599.8691,431.05746,587.5066,449.05154,148.81618869171444,False
17,1,415.4098,458.01938,437.7214,460.4257,457.47113,469.6949,18.986646093369995,False
17,2,548.1298,462.73425,563.8955,455.12408,570.62103,446.51517,26.235261450440127,False
17,3,591.15826,439.87866,602.1896,429.59488,598.0707,446.97815,146.32161027709088,False
17,4,498.74335,560.72314,517.5051,570.7289,542.3714,581.1778,5.278859631863523,False
17,5,597.5955,442.8088,598.86774,432.00302,587.36847,450.06467,154.2311882989425,False
18,1,414.9574,457.96246,437.24554,460.18597,457.33868,469.43893,19.029143622246135,False
18,2,542.5458,466.8142,563.3767,455.411,576.83563,440.25638,19.694484861492636,False
18,3,593.8547,440.3039,602.44604,429.99268,596.3404,447.15475,159.7824603902364,False
18,4,499.81403,561.6857,518.3624,571.346,543.8189,581.6062,5.559398970118275,False
18,5,598.2071,441.28452,598.80664,432.18643,588.03564,449.94254,152.5289002606352,False
19,1,414.69293,457.83237,437.0169,460.16302,457.26855,469.38135,18.51431783544146,False
19,2,541.1772,466.94293,562.9451,455.3702,577.065,439.6402,20.0906976112808,False
19,3,590.2357,439.2757,602.53687,430.17087,599.5056,449.0369,135.63523044359937,False
19,4,500.0351,561.95734,519.1154,571.4888,545.45514,582.33496,4.163112744135327,False
19,5,601.02716,444.24133,600.3088,431.64584,591.00604,449.45486,149.15486546285837,False
20,1,414.29022,457.8836,436.7357,459.9468,457.16275,469.33182,19.424026461499952,False
20,2,542.9097,465.97638,562.9962,455.4916,574.4024,441.48975,23.269350737290544,False
20,3,581.2661,436.6056,602.5861,430.40155,608.88586,452.4084,90.2503335794759,False
20,4,500.3066,561.7892,519.72925,571.76086,546.1713,582.5561,4.96798757413613,False
21,1,413.89227,457.7782,436.30566,459.75586,457.03394,469.33206,19.753873407870337,False
21,2,546.5589,463.09122,562.8806,455.77838,569.33514,445.20584,34.461514032781544,False
21,4,501.95673,562.8646,520.4762,572.0538,546.32434,582.1003,5.150275648881514,False
21,5,577.79755,436.7228,601.91675,430.36835,615.6141,453.76202,74.41021464088092,False
22,1,413.2399,457.82928,435.87912,459.62677,456.81732,469.20056,20.032197686238717,False
22,2,556.14844,454.40802,562.9437,455.63687,561.2045,454.9838,349.6691269281886,True
22,3,585.99304,442.64453,601.9066,430.83267,611.4379,448.47714,98.2073375265901,False
22,4,502.75107,563.1504,521.73083,572.55884,547.5787,582.58575,5.165698260827999,False
23,1,412.57416,457.84045,435.5735,459.6149,456.6127,468.9964,19.620619219592516,False
23,2,555.9389,454.53738,563.0293,455.4975,561.2502,454.87903,348.54267202306954,True
23,3,583.3779,445.7694,588.1341,455.96463,587.16724,473.18118,208.22377015088472,True
23,4,502.5987,562.53046,522.9359,572.6096,548.4027,584.5002,1.3350084654614274,False
23,5,620.4628,453.01245,602.6896,431.46466,579.2222,438.4867,67.14171372454835,False
24,1,411.42654,457.73816,434.7367,459.5222,456.23755,468.89853,19.185054821221026,False
24,2,564.49695,447.98688,563.2762,454.98135,553.7079,460.73492,49.080569152027046,False
24,3,578.9411,444.43182,585.7172,456.61182,584.7447,474.66718,212.17180006145105,True
24,4,503.21457,563.36127,524.0424,573.2771,549.29987,584.2675,1.9428962332795017,False
24,5,587.0057,441.9082,603.6919,431.34875,613.3435,450.23987,95.26380408807849,False
25,1,409.19482,457.49957,433.18384,459.44986,455.4154,468.66385,17.86396311356965,False
25,2,576.6235,439.45526,563.446,454.48215,543.07263,467.8235,15.533105291961123,False
25,3,574.3957,444.25705,584.7828,456.25244,586.999,473.36096,213.50901751569717,True
25,4,503.82825,563.6184,524.7948,573.5705,549.49884,584.353,1.812293465124048,False
25,5,603.1932,445.5391,604.39014,431.15216,596.3281,446.21747,156.60302197548572,False
26,1,407.6221,457.39594,432.14035,459.3805,454.61133,468.30664,17.036900670907574,False
26,2,579.85706,438.06094,563.892,454.14407,540.74896,468.88916,12.708785524604327,False
26,3,572.79,446.24634,584.2856,456.32523,587.9451,471.24637,214.9767057162071,True
26,4,503.9663,563.74426,525.5588,573.71735,549.5467,584.55444,0.4788811631912685,False
26,5,608.29645,447.6158,604.5039,431.37933,592.0619,443.78836,121.77643907565196,False
27,1,407.03845,457.2798,431.32913,459.48505,453.5477,467.83414,15.407275135570506,False
27,3,539.2919,468.83624,563.9897,454.43155,580.98926,437.70816,194.27843201982742,True
27,4,503.9522,563.52576,526.2306,574.0969,549.6025,585.35297,0.3310223381465467,False
27,5,605.10693,445.9998,604.5049,431.68942,595.15,445.2356,142.96233977072046,False
28,1,406.52405,456.6213,430.41898,459.43686,452.43167,467.14148,12.570240939287,False
28,2,580.8846,437.6783,563.82654,454.61307,538.616,468.65674,15.671924992282761,False
28,4,503.97076,563.84326,526.56415,574.2162,549.7913,585.70526,1.658356199291005,False
28,5,601.8537,444.53726,604.6886,432.15613,598.1518,446.83047,168.88572968403642,False
29,1,405.49484,456.3163,429.0777,459.06766,450.9874,466.68018,12.50530033759254,False
29,2,580.72504,437.47284,563.62,454.90942,538.0588,468.64816,17.292616026284584,False
29,4,504.24503,563.9717,526.9289,574.3235,550.14545,586.3254,2.8071432838880126,False
29,5,596.96826,442.4859,604.5845,432.52466,602.57385,448.96625,149.57103246837994,False
30,1,404.58456,456.20084,428.23663,458.8218,449.70175,466.16812,12.569880023965588,False
30,2,580.4198,437.5151,563.5299,455.02383,537.9735,468.86203,17.596111169741114,False
30,4,504.51047,564.0461,527.3421,574.48676,550.634,586.8025,3.293901450134377,False
30,5,586.66077,438.29517,604.6893,432.63608,612.1901,453.4411,87.60109896000536,False
31,1,404.44904,456.21735,427.78207,458.54645,448.8664,465.65323,12.926774905374725,False
31,2,579.9857,437.58954,563.38715,455.3292,538.1542,469.4906,17.600990751132247,False
31,4,504.97324,564.16254,528.0095,574.62744,551.1934,587.13086,3.9073562610470156,False
31,5,582.63226,436.87823,604.5298,432.5559,616.22266,454.87964,73.5210588309897,False
32,1,404.24597,456.31345,427.7201,458.34854,448.78995,465.49463,13.780093516512027,False
32,2,579.6248,437.79822,563.1289,455.50076,538.1131,469.8815,17.127618955867376,False
32,4,505.44852,564.3009,528.7444,574.9722,552.2133,587.6365,3.7405208814004367,False
32,5,592.82635,441.19962,604.20966,434.34967,610.1477,454.87793,104.90442835874833,False
33,1,404.12628,456.65878,427.7974,458.19467,448.7424,465.39673,15.263397571569762,False
33,2,579.39575,437.98837,562.8666,455.5329,538.09955,469.92065,16.5535176554702,False
33,4,506.7164,564.7211,529.3211,574.7873,553.59375,587.4799,3.601902918016143,False
33,5,592.9531,441.16077,604.21747,434.585,610.4295,455.39737,103.65585451373852,False
34,1,403.96674,456.53055,427.60648,458.25928,448.6054,465.48666,14.809887600867121,False
34,2,579.12616,438.3475,562.04974,455.6765,537.4563,470.01752,15.173186080353805,False
34,4,507.12283,564.91925,530.2641,575.21716,554.92303,588.49664,4.314522357725637,False
34,5,592.69495,440.91785,604.00244,434.6284,611.66547,455.5377,98.95638139188263,False
35,1,403.37665,456.71964,427.1036,458.07825,448.47186,465.57852,16.06390756248051,False
35,2,578.2412,438.61166,560.8142,456.08417,536.51215,469.75107,15.722327373657217,False
35,4,507.6134,565.0951,530.5563,575.2526,555.4678,588.83246,4.715300939610117,False
35,5,581.9154,437.36847,603.8457,435.05026,620.87445,457.7344,59.13904181190094,False
36,1,403.08252,456.49707,426.66928,458.17175,448.2638,465.37115,14.376621448817225,False
36,2,576.65326,438.05136,559.7598,455.90057,535.7916,469.62143,16.786371097328242,False
36,4,507.9677,565.2466,530.69324,575.1624,555.8106,588.4684,4.339417640943055,False
36,5,575.60736,434.20105,603.4308,436.14563,625.9412,458.26096,40.49483136094038,False
37,1,402.80585,456.54703,426.3809,458.13934,448.14716,465.5037,14.828580671732807,False
37,2,575.23914,437.17096,558.991,455.49164,535.21844,469.4775,17.961950682628824,False
37,4,508.0999,565.1744,531.0119,575.23956,556.21844,588.81335,4.586803784509332,False
37,5,576.96185,436.2396,603.10187,435.80316,624.1937,455.2421,43.621174921860494,False
38,1,401.63678,456.21625,425.60544,457.87228,447.9882,465.47528,14.809273008559568,False
38,2,575.0573,436.635,558.7892,455.14365,535.13776,469.2974,17.788595682825367,False
38,4,508.26166,565.0864,531.42303,575.3219,556.69727,589.1801,4.89500956715621,False
38,5,576.6949,435.80014,603.3057,436.56952,624.38983,455.8686,40.812952464653065,False
39,1,401.1704,456.3645,424.98822,457.74527,447.54517,465.20847,14.989456648259939,False
39,2,575.08344,436.86804,558.6269,455.34512,534.8633,469.31903,17.853116521499388,False
39,4,508.2149,565.1001,531.453,575.2413,556.7207,589.0931,5.15510490916976,False
39,5,576.89166,436.1824,603.32654,436.76358,624.25024,455.63205,40.7838870389233,False
40,1,399.79828,456.97415,424.13583,457.5593,446.99097,465.1,16.882265636756077,False
40,2,575.1364,437.50018,558.8162,455.80115,534.5479,469.56503,18.71453876131261,False
40,4,508.13574,565.0263,531.45166,575.1804,556.7296,589.0558,5.2297082035161875,False
40,5,579.56323,430.5737,605.5579,439.79907,625.84094,458.82242,23.624951026568574,False
41,1,398.60916,456.99124,423.68842,457.5339,446.76758,464.9121,16.489051885720833,False
41,2,575.13605,437.9353,558.73755,455.9761,534.4558,469.79086,18.093092620640284,False
41,4,508.12448,564.8316,531.3834,575.1614,556.75214,588.9611,4.597765909915718,False
41,5,579.91034,430.56375,605.953,440.03552,626.01666,459.25903,23.788496353143657,False
42,1,398.7895,457.32547,423.89496,457.68344,446.68787,464.8476,16.631813566702732,False
42,2,575.13464,438.31964,558.4888,456.29837,534.0257,470.14264,17.697870682319966,False
42,4,508.0659,564.6759,531.3628,575.1338,556.6687,589.05066,4.633245790988883,False
42,5,581.5616,430.5153,607.0789,441.14325,626.2326,459.86984,21.74231700975525,False
43,1,398.58514,457.46042,423.98975,457.631,446.7934,464.90622,17.309875483426996,False
43,2,574.90045,438.82816,558.0437,456.79327,533.29425,470.39334,18.033881759065018,False
43,4,508.1191,564.5719,531.3877,575.28827,556.6617,589.05365,3.8463400865404793,False
43,5,585.0729,429.90048,609.19147,442.87427,626.43134,461.07962,18.283747168085764,False
44,1,398.1563,457.00247,423.5501,457.53683,446.84464,464.96445,16.479700371170722,False
44,2,574.2618,439.67786,556.9597,457.34583,532.1511,470.54105,17.591840460879133,False
44,4,508.0169,564.51105,531.1405,575.1795,556.5077,589.0175,3.8457291169084447,False
44,5,594.67725,426.8101,611.38184,442.91373,626.00836,461.6776,8.112829741593375,False
45,1,398.40747,457.18378,423.68903,457.63327,446.68658,464.86404,16.435351855835624,False
45,2,573.2875,440.80777,555.6032,457.8909,530.08545,471.2361,16.4008679916343,False
45,4,508.0155,564.4679,530.9942,575.1686,556.462,588.8718,3.3126302324636363,False
45,5,595.2097,426.9962,611.8924,443.22147,626.46106,462.14996,8.21200196440366,False
46,1,398.22614,457.14908,423.70712,457.57294,446.8481,464.84256,16.486837836071462,False
46,2,572.3452,441.6291,554.60583,458.05048,528.77496,471.56406,15.173916739040061,False
46,4,508.04382,564.4439,530.96924,575.1062,556.2827,588.8415,3.54215562339148,False
46,5,585.8996,429.9797,610.4639,443.80457,627.1916,462.89728,19.40658180816926,False
47,1,397.83167,457.2028,423.46582,457.55606,446.9257,464.8741,16.535168365168836,False
47,2,571.2721,442.6461,553.3825,458.53522,527.6373,472.0724,13.874759481218979,False
47,4,508.01837,564.50366,530.9235,575.122,556.26654,588.8239,3.5268665702544375,False
47,5,587.81537,429.9272,611.24786,444.38058,627.57544,463.38977,17.673015522430696,False
48,1,397.92966,457.22116,423.43933,457.3836,446.9809,464.9184,17.3831028549334,False
48,2,570.1684,443.5561,552.2091,459.0117,527.0905,472.49008,12.497396143109922,False
48,4,507.95816,564.4469,531.03687,575.10364,556.33875,588.973,3.944069652392241,False
48,5,592.3133,429.45715,612.878,445.2875,627.7738,464.21957,14.215765201622336,False
49,1,398.1085,457.04523,423.52887,457.56418,447.1446,464.8905,16.065980856338133,False
49,2,569.36884,444.12836,551.48584,459.10803,526.87177,472.32492,11.71695674546488,False
49,4,508.02344,564.47516,530.96155,575.1608,556.22626,588.86566,3.4992229117353353,False
49,5,594.82074,429.60626,613.3863,445.88113,627.73254,464.08276,10.516964280496385,False
50,1,398.8263,456.59253,424.0847,457.75323,447.4076,464.8197,14.22488504876779,False
50,2,568.1523,444.88574,550.27386,459.27002,525.75714,472.62488,10.240617329434814,False
50,4,508.0011,564.4326,531.03076,575.27905,556.2473,588.9989,3.330430943124593,False
50,5,595.1571,429.504,613.2354,445.65903,627.643,463.59302,9.438297292021025,False
51,1,399.1184,456.29962,424.42026,457.88068,447.59244,464.82193,13.10006301034958,False
51,2,567.49524,445.34808,549.5158,459.60855,525.37775,472.72046,9.908794591268034,False
51,4,507.96426,564.2674,530.93713,575.08203,556.1666,588.2993,2.44023815171001,False
51,5,598.0189,429.48138,614.3069,446.41528,628.5312,464.5209,5.731931035867239,False
52,1,399.38873,455.4502,424.40335,457.85815,447.70486,464.74643,10.970003550913084,False
52,2,567.42505,445.64835,549.0396,459.7117,525.0592,473.05948,8.312172358489562,False
52,4,508.026,564.16736,530.5426,574.91797,555.9522,586.98804,0.11534989781745353,False
52,5,601.8007,429.55908,615.4,447.73022,629.29297,465.60037,1.0516466854274433,False
53,1,399.9379,454.81305,424.8026,458.24707,447.96088,464.64633,7.583668911282726,False
53,2,567.16833,446.413,548.304,460.44244,524.8153,473.41992,7.717750029849345,False
53,4,508.31,564.06323,529.97906,574.5548,555.8726,585.5824,2.766756868939574,False
53,5,603.58734,429.81372,615.9672,448.7672,630.26074,466.41727,5.8501218752609345,False
54,1,400.6414,453.95123,424.6417,458.5169,447.9321,464.39917,3.403465530699789,False
54,2,566.8438,446.77606,547.729,460.8593,524.38824,473.87405,7.23782078113461,False
54,4,508.53406,563.8725,529.7818,573.8546,556.4207,584.3795,3.6052716648445235,False
54,5,604.1153,430.051,615.67126,448.79074,629.8519,465.32324,8.960852138362354,False
55,1,400.83777,453.16296,424.51443,458.71722,447.8817,464.39163,0.44718706672618347,False
55,2,566.4753,447.0003,547.30804,460.65848,523.4911,474.1568,5.930355236461867,False
55,4,508.5633,563.4029,529.98975,573.442,556.819,583.1382,5.234913559469231,False
55,5,603.7389,429.98013,615.2248,448.55255,629.7812,464.87836,9.986546673148036,False
56,1,400.6893,452.58105,424.37097,458.81418,448.06238,464.40408,1.4699361353426323,False
56,2,566.0509,447.27267,546.5835,460.96027,522.5501,474.38147,5.930487449883975,False
56,4,508.7102,563.1803,529.95807,573.67236,556.68726,581.9717,9.030525597808376,False
56,5,603.62006,429.43985,615.0347,448.36786,629.97675,464.72818,11.31334158242951,False
57,1,400.84348,452.2611,424.35754,458.80768,448.08066,464.45697,2.1631987827494,False
57,2,565.4106,447.5334,545.77515,461.33368,521.4963,474.68756,6.2888687955254134,False
57,4,508.74124,563.07544,529.92346,573.619,556.42773,581.12573,10.648561820386307,False
57,5,603.6829,429.73816,615.42316,448.61673,630.81793,465.18292,11.0242484147862,False
58,1,400.8722,451.78024,424.1709,458.89896,448.1229,464.52737,3.7661882616639666,False
58,2,564.6116,448.02908,544.6525,461.85858,519.50885,475.1825,6.798263736536785,False
58,3,593.0382,446.13217,589.23065,444.59286,583.1415,437.63055,206.81503170450495,True
58,4,508.80618,563.0778,530.40607,574.1385,557.13916,580.23956,14.259671384779644,False
58,5,604.6121,429.9032,616.02185,449.0133,631.12274,465.5143,11.6237628599053,False
59,1,402.09866,451.78824,424.7549,458.99167,448.16443,464.4197,4.58317242124362,False
59,2,563.822,448.38153,543.8906,462.07602,518.1525,475.33716,7.233184094808389,False
59,3,579.9416,435.42975,596.8548,434.38162,613.6338,424.37814,207.25688057219836,True
59,4,509.52084,563.4265,531.59106,574.97595,558.57135,579.5483,18.004758181572267,False
