Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle
0,1,616.634,609.1523,625.9175,624.9139,619.3733,644.94196,48.592728831195906
0,2,712.7396,477.69635,691.7306,501.7089,668.7343,492.5649,70.50089043229947
0,3,621.3997,498.30548,646.7053,500.64566,670.6994,479.4831,46.69551210552984
0,4,611.4695,494.17932,642.2248,497.3281,670.4214,484.1493,30.896576798313095
1,1,616.7568,610.7256,626.17664,625.2999,619.3514,644.51556,52.43055112615847
1,2,712.91534,478.2871,692.95605,501.0607,670.7057,494.43707,65.34548199280457
1,3,625.30084,502.85312,649.40576,502.51044,670.2138,477.75024,49.14240349360799
1,4,612.78033,497.84818,642.10333,496.807,668.64087,481.63086,27.730606597075546
2,1,616.75854,610.9347,626.11926,625.355,619.26685,644.6829,52.51018831395772
2,2,713.7751,477.40564,696.8666,499.07907,676.4368,502.45462,42.65840232959089
2,3,631.6504,508.05475,650.8327,502.8871,666.9566,477.34744,42.65723308461212
2,4,614.10315,500.23645,643.4297,494.3806,666.9806,480.95517,18.393635087614708
3,1,617.1211,613.1082,626.07086,625.1949,619.0333,643.17236,57.89724146971299
3,2,713.2501,476.0827,695.50836,500.5524,673.2399,497.93436,60.761333274884414
3,3,628.40405,509.243,648.5514,504.5123,666.17737,492.4553,21.15996769302775
3,4,616.19086,503.1456,647.8875,495.8754,669.1846,480.03204,23.727997877503498
4,1,617.8094,620.01685,625.56366,624.66345,618.0563,636.32904,91.83191099620653
4,2,712.12756,476.62354,692.6209,500.63196,670.94934,493.85773,68.26493154021897
4,3,641.2189,511.5919,645.91345,507.7426,659.9543,494.4014,4.186661540992583
4,4,615.4049,503.2918,648.27765,496.46582,669.1347,480.01523,26.53321404619391
5,1,618.03033,619.5891,625.523,624.82117,617.9272,636.5618,87.97536332157915
5,2,712.79803,477.19913,693.03644,500.36996,672.01385,495.8497,61.67523864075503
5,3,643.5873,510.40298,645.0503,507.71832,659.59125,494.87317,19.955069434164535
5,4,629.01495,508.32797,647.45996,505.1685,664.8236,492.8372,25.66158874197621
6,1,618.22784,621.69073,625.3622,624.85205,617.6818,634.8551,103.61837331612497
6,2,714.5737,476.48575,695.66125,499.0724,674.8848,499.9339,47.685090421429415
6,3,635.1123,507.9432,645.1188,505.09796,661.5154,491.97375,22.80194945753454
6,4,645.9453,509.0491,644.03406,508.05234,658.5398,496.75073,114.53426738817703
7,1,618.115,623.39215,625.6685,624.9468,617.79486,634.7352,117.18266641195882
7,2,714.0308,475.21512,695.64966,498.6957,674.9202,500.09854,48.073809591224524
7,3,638.73773,504.6538,644.53326,506.17834,657.52496,497.6752,47.94296180345849
7,4,661.24316,503.0123,642.2584,511.87842,644.5619,519.1031,82.65084115457184
8,1,618.3164,629.05664,625.6076,624.9102,617.4492,630.1708,176.81229829150678
8,2,713.7153,474.7933,694.71387,499.23108,676.9244,506.165,30.83873962106007
8,3,635.25287,504.98898,642.35626,505.64957,659.24457,497.26205,31.724088904231255
8,4,620.5464,523.4947,642.26105,515.21466,665.8359,504.71838,3.1278757705165807
9,1,617.1875,626.4734,625.6409,624.8214,618.78174,633.23865,140.23398313352305
9,2,713.439,475.71237,692.989,498.70172,671.84125,498.69604,48.36091165793621
9,3,638.18726,502.9604,639.6577,506.0552,653.50586,498.96863,91.6863413935772
9,4,625.4699,515.32025,642.7786,515.7626,662.8197,513.13464,8.934283310090846
10,1,617.0292,625.39935,625.5794,624.6906,618.88794,634.3818,129.36244913592472
10,2,715.2271,475.64093,695.14465,497.02325,675.7002,501.103,34.945911507838474
10,3,649.15393,509.98587,638.57837,509.00873,657.65717,500.379,150.3828631212462
10,4,624.56305,512.44653,642.50433,516.2218,663.41095,515.9289,12.685697042860058
11,1,619.3758,639.7099,625.2435,624.2615,616.1129,617.7625,75.35576620518015
11,2,715.80286,473.78552,695.6965,495.59586,676.25183,500.97293,31.869983900027542
11,3,642.0628,515.4402,639.206,509.95996,662.6286,498.17456,90.82291982540548
11,4,643.0131,502.8974,640.0417,507.86493,648.62994,499.11234,166.4296502792236
12,1,619.4751,640.5285,625.3584,624.2093,616.0213,617.1851,72.87129030514012
12,2,714.87134,473.55798,695.1767,495.3563,676.1313,500.38037,33.12469259550102
12,3,663.9584,498.44098,640.7487,510.2963,639.02386,516.1788,46.600261238688994
12,4,606.63226,495.00336,637.117,502.2665,670.5942,496.6428,22.937056394342605
13,1,616.58154,622.9011,625.5213,624.3837,619.23865,637.4156,106.32224124253919
13,2,714.77094,473.75818,694.2081,495.6584,674.45935,498.90695,37.462781332865866
13,3,666.66034,499.45343,642.07983,509.56125,633.56287,513.6273,3.166999239350422
13,4,665.6641,497.06415,641.04895,501.96613,615.50226,496.3137,23.739003004923525
14,1,619.8153,641.82666,625.2679,624.0813,615.722,614.8814,63.137940973034674
14,2,708.21246,474.17712,693.94794,495.33496,684.0925,495.9976,52.16582635332654
14,3,663.3735,503.0246,639.1063,509.06946,635.9203,508.58395,22.651879120364104
14,4,647.73584,498.40222,641.62976,503.4072,634.1874,495.04977,87.65502810282746
15,1,619.8691,642.41156,625.0562,623.89026,615.48596,612.69165,56.16256768017369
15,2,717.2597,474.24728,694.0321,495.211,674.592,496.94214,36.978592476597306
15,3,642.25964,487.87662,636.6536,507.05728,612.5385,495.88486,98.56578776031988
15,4,617.19464,496.47696,640.21875,503.25476,670.46344,493.9961,33.42397599947615
16,1,620.0832,642.1866,624.61523,623.40857,615.11505,610.87585,50.732009011478375
16,2,717.8341,472.52896,694.73065,494.5896,672.46954,495.93707,40.21338933126542
16,3,644.5618,488.17365,636.739,507.71994,612.9727,496.43192,93.59355117986685
16,4,617.38354,495.2771,639.7544,505.7913,669.16205,491.55377,51.00692583249411
17,1,620.03784,642.3101,624.7568,623.5443,615.1803,611.25916,52.052180340753274
17,2,716.1977,472.89984,695.31036,495.848,682.4767,502.94666,18.74344704837643
