Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle
0,1,476.62473,401.78632,486.82422,427.96307,504.13614,456.15555,10.264677963570367
0,2,667.6584,428.9698,682.7808,463.32535,703.4372,496.76367,7.947692907432912
0,3,703.2105,521.9629,713.3627,548.0801,721.7037,581.1881,7.101526818939761
0,4,599.10583,671.615,599.54785,671.47845,598.86993,669.72375,93.95820460634005
1,1,473.201,397.30856,486.306,427.0539,504.63254,455.20584,9.286497492392783
1,2,669.35675,430.03107,682.70087,462.92963,704.99854,496.23,11.727764993989293
1,3,703.3369,520.2408,715.1411,547.98956,723.2862,581.4938,9.380769834024658
1,4,621.14075,693.07324,600.50085,673.7295,579.5024,654.5739,0.7707558730662701
2,1,475.89752,401.92984,485.75946,426.54068,502.5865,451.94708,11.680340736804576
2,2,670.664,431.96307,684.1531,464.91962,705.66174,498.75555,10.183909488097507
2,3,704.9115,520.23987,715.68677,547.7434,723.3298,580.91705,8.419932084042864
2,4,623.33124,690.95746,602.2721,673.73987,581.6483,655.39575,2.38302021186724
3,1,474.92694,399.56363,486.99603,426.95764,504.37582,454.2704,8.692646886882722
3,2,670.32446,434.74106,684.5431,467.83084,705.48206,499.78836,9.980203542609225
3,3,705.54956,521.6125,715.4196,549.5434,723.3423,583.17474,6.206335582222761
3,4,621.4464,687.99396,602.745,673.1828,583.3336,659.68866,3.5728117114441487
4,1,473.81195,400.6093,487.40356,427.9752,505.2182,455.15027,6.834949060274981
4,2,668.9249,436.5745,684.65497,469.4761,705.17053,500.5361,7.893194326262911
4,3,704.5084,523.1018,713.1352,551.66644,722.72064,585.62866,1.043989882631801
4,4,580.56464,653.9962,605.97614,677.3762,631.5864,706.43207,5.990735597330015
5,1,483.05768,424.79266,487.07306,430.0948,497.11536,442.99393,0.7641265898260194
5,2,668.2206,435.82983,682.9174,469.1391,704.94763,500.22153,11.519518831955622
5,3,704.84766,523.7838,713.19806,552.6009,723.8659,586.1784,1.4654027406600478
5,4,581.4355,654.36224,607.17755,679.00653,633.7146,707.27313,3.055693287309667
6,1,470.61655,403.0821,486.17947,429.75748,503.37378,456.35727,2.6187553647042563
6,2,669.7878,436.20053,683.1186,469.1679,706.56006,500.11417,15.12692806586731
6,3,706.2585,527.13794,714.8475,556.01056,724.27057,590.561,1.3108979170342536
6,4,582.1195,654.53894,607.3553,678.8726,634.1757,705.96466,1.3311918788932202
7,1,470.1177,404.99088,487.29498,431.38104,504.68393,456.79218,1.3238213689960097
7,2,670.62177,437.25546,683.5955,469.0527,707.2503,501.51675,13.882575854388575
7,3,707.976,531.0011,715.6912,560.47125,724.9927,595.7441,0.10087055545943382
7,4,583.0265,654.07886,606.8473,676.45856,635.19525,698.80066,4.9703531523751
8,1,476.46793,419.9513,488.05585,432.48364,498.80493,454.4644,16.69806138209513
8,2,670.84625,438.08322,684.6586,470.33768,708.2301,502.89957,12.718546091064045
8,3,708.98206,534.01447,716.59216,563.4155,724.8902,596.2142,0.31216046066761094
8,4,599.6493,665.1805,607.8508,678.5058,620.78796,680.7165,48.69128304964236
9,1,502.5312,455.7924,487.90262,430.3804,468.49228,409.4094,12.859570069209607
9,2,671.4797,438.80194,685.261,471.7774,708.1045,503.59955,12.991313949668095
9,3,710.0158,535.6851,716.6871,564.42175,724.7503,596.1873,1.1728647385149051
9,4,614.6904,674.5099,607.3611,678.6694,607.4069,669.29364,119.85550802179814
10,1,500.3941,455.86633,488.75598,430.37482,467.42685,413.8364,27.671312583901287
10,2,672.82513,440.85526,687.1509,473.6921,710.4613,507.30402,11.171736830235186
10,3,710.69116,535.8146,716.9056,565.3658,725.5727,597.69476,3.131753829639317
10,4,590.1496,657.7879,608.4929,678.33997,633.7973,686.88385,29.593183802729772
11,1,501.43726,455.9937,489.3916,431.2136,465.91983,417.63614,34.0279328854052
11,2,674.2604,442.8835,688.7357,475.48682,712.0215,509.60297,10.37480896669266
11,3,710.2838,535.7206,716.9731,565.005,725.4305,598.11383,1.4624618809501602
11,4,585.7783,654.19434,610.2432,677.7062,642.86096,690.19684,22.908077519284443
12,1,499.24884,454.6138,488.97037,430.41455,466.12372,420.35468,43.22202180944665
12,2,675.1725,445.30624,688.9599,476.67783,712.1165,510.18408,10.923983584416229
12,3,709.19946,535.72485,715.43555,566.5133,725.93896,598.69104,6.627500225757034
12,4,584.6908,652.9239,610.1152,677.48566,643.1948,692.56305,19.508314940738526
13,1,496.18808,452.8425,488.56406,429.72986,466.3772,423.78674,56.74857456397231
13,2,675.85345,446.9926,689.26044,477.8295,711.9956,510.4706,11.359919024047775
13,3,709.30133,536.66064,715.6126,567.3629,725.47974,599.7426,5.331493000794604
13,4,584.81036,653.0957,610.71484,676.75226,645.47784,693.91724,16.124198232591894
14,1,467.2052,426.7708,487.72693,429.87372,497.07162,454.5301,60.645383845697616
14,2,675.3233,448.28445,689.1023,479.59436,711.3512,510.9948,11.566077478545392
14,3,710.209,538.19696,716.3687,569.2424,720.4192,601.3937,4.041910831414292
14,4,585.4812,654.0753,612.0136,677.22845,647.70154,695.5775,13.899020283881704
15,1,456.74994,428.052,485.22104,431.16006,500.0551,455.7594,52.67880720056555
15,2,675.7336,449.21774,688.1468,482.05658,711.26825,512.25214,16.73536575803875
15,3,709.06506,540.16754,716.5264,570.9968,716.496,605.4923,13.65582716104251
15,4,586.87177,655.16284,613.4659,678.3611,649.1724,696.3043,14.418018270479935
16,1,454.89282,427.56412,483.6946,430.81427,500.17633,455.06992,49.36554476837584
16,2,676.06305,450.30283,687.39386,482.54776,712.2238,513.57983,19.30326925468147
16,3,709.0144,542.3258,717.3049,573.34064,716.2341,608.0021,16.735116697138356
16,4,588.5397,657.4607,615.3665,680.3037,652.2074,698.23615,14.459668359448504
17,1,453.84073,426.49646,482.46893,430.94803,500.0754,453.8104,43.56139300275214
17,2,676.7082,450.52713,688.622,482.36935,713.4549,514.30646,17.353666941311634
17,3,708.5009,546.2768,717.6563,574.58954,718.24115,609.33344,16.95510569760765
17,4,592.54346,661.9888,618.86646,682.5316,653.81775,698.5066,13.405540122128269
18,1,453.20743,425.90878,481.41525,430.67126,499.88113,453.00653,40.83427680631817
18,2,676.61914,450.61725,689.1388,482.11978,712.90936,514.32025,14.761230926067379
18,3,710.198,548.3883,716.3487,577.2514,718.822,610.751,7.807181458455152
18,4,599.5745,670.4181,618.6083,686.60077,649.3758,698.4054,19.38112749236524
19,1,452.07745,425.19012,481.19366,430.68335,500.9583,453.6896,38.650008938177535
19,2,676.7623,451.30573,689.3622,482.83658,711.62305,515.0692,12.848302391210995
19,3,711.0997,550.8793,717.14545,577.88544,720.6969,611.17535,6.529126441864441
19,4,638.54333,693.91815,617.63873,690.62823,611.20746,678.0902,53.9011097162333
20,1,452.14526,424.47064,480.94757,430.59222,500.97955,453.46005,36.78299690134974
