,id1,id2,start_frame,end_frame
0,4.0,5.0,0,81
1,4.0,5.0,114,114
2,4.0,5.0,176,207
3,4.0,5.0,223,296
4,4.0,5.0,317,328
5,4.0,5.0,792,842
6,4.0,5.0,863,902
7,4.0,5.0,1422,1437
8,4.0,5.0,2011,2011
9,4.0,5.0,2029,2031
10,4.0,5.0,2136,2136
11,5.0,4.0,0,44
12,5.0,4.0,58,72
13,5.0,4.0,107,114
14,5.0,4.0,176,276
15,5.0,4.0,289,302
16,5.0,4.0,317,317
17,5.0,4.0,792,818
18,5.0,4.0,834,841
19,5.0,4.0,870,902
20,5.0,4.0,1422,1437
21,5.0,4.0,2029,2031
22,5.0,4.0,2136,2136
23,4.0,3.0,4,35
24,4.0,3.0,50,51
25,4.0,3.0,75,84
26,4.0,3.0,144,158
27,4.0,3.0,243,328
28,4.0,3.0,383,385
29,4.0,3.0,410,411
30,3.0,5.0,6,41
31,3.0,5.0,67,114
32,3.0,5.0,238,309
33,3.0,5.0,323,331
34,3.0,5.0,357,366
35,3.0,5.0,425,446
36,3.0,5.0,463,513
37,3.0,5.0,551,567
38,3.0,5.0,581,584
39,3.0,5.0,600,602
40,3.0,5.0,720,751
41,3.0,5.0,779,805
42,3.0,5.0,817,839
43,3.0,5.0,1515,1531
44,3.0,5.0,1551,1578
45,3.0,5.0,2079,2080
46,3.0,5.0,2114,2125
47,3.0,5.0,2220,2222
48,3.0,5.0,2406,2420
49,3.0,5.0,2445,2475
50,3.0,5.0,2500,2539
51,3.0,5.0,2556,2556
52,5.0,3.0,6,35
53,5.0,3.0,90,107
54,5.0,3.0,254,294
55,5.0,3.0,323,344
56,5.0,3.0,359,359
57,5.0,3.0,425,448
58,5.0,3.0,463,478
59,5.0,3.0,490,513
60,5.0,3.0,548,549
61,5.0,3.0,565,584
62,5.0,3.0,600,600
63,5.0,3.0,720,751
64,5.0,3.0,777,785
65,5.0,3.0,814,830
66,5.0,3.0,1515,1586
67,5.0,3.0,2100,2102
68,5.0,3.0,2123,2125
69,5.0,3.0,2405,2415
70,5.0,3.0,2474,2525
71,5.0,3.0,2539,2548
72,3.0,4.0,7,41
73,3.0,4.0,67,87
74,3.0,4.0,106,155
75,3.0,4.0,244,283
76,3.0,4.0,295,328
77,3.0,4.0,383,385
78,3.0,4.0,410,411
79,3.0,4.0,944,953
80,2.0,5.0,124,124
81,2.0,5.0,177,177
82,2.0,5.0,192,230
83,2.0,5.0,252,343
84,2.0,5.0,366,372
85,2.0,5.0,425,438
86,2.0,5.0,452,479
87,2.0,5.0,549,549
88,2.0,5.0,574,578
89,2.0,5.0,1008,1018
90,2.0,5.0,1046,1073
91,2.0,5.0,1090,1107
92,2.0,5.0,1130,1151
93,2.0,5.0,2066,2126
94,2.0,5.0,2188,2262
95,2.0,5.0,2304,2309
96,5.0,2.0,124,124
97,5.0,2.0,177,177
98,5.0,2.0,211,231
99,5.0,2.0,252,256
100,5.0,2.0,290,349
101,5.0,2.0,366,372
102,5.0,2.0,425,458
103,5.0,2.0,478,486
104,5.0,2.0,574,574
105,5.0,2.0,995,1013
106,5.0,2.0,1047,1073
107,5.0,2.0,1090,1104
108,5.0,2.0,1131,1170
109,5.0,2.0,2075,2125
110,5.0,2.0,2198,2200
111,5.0,2.0,2216,2258
112,4.0,2.0,177,203
113,4.0,2.0,217,231
114,4.0,2.0,251,256
115,4.0,2.0,289,290
116,4.0,2.0,312,323
117,4.0,2.0,383,385
118,4.0,2.0,408,411
119,4.0,2.0,2654,2698
120,4.0,2.0,2717,2728
121,4.0,2.0,2750,2752
122,2.0,4.0,188,203
123,2.0,4.0,217,231
124,2.0,4.0,251,256
125,2.0,4.0,271,290
126,2.0,4.0,302,314
127,2.0,4.0,383,383
128,2.0,4.0,2654,2698
129,2.0,4.0,2717,2728
130,2.0,4.0,2750,2752
131,3.0,2.0,251,256
132,3.0,2.0,272,278
133,3.0,2.0,293,356
134,3.0,2.0,368,479
135,3.0,2.0,1933,1934
136,3.0,2.0,1950,1960
137,3.0,2.0,2054,2054
138,3.0,2.0,2066,2098
139,3.0,2.0,2115,2145
140,2.0,3.0,255,256
141,2.0,3.0,269,357
142,2.0,3.0,376,383
143,2.0,3.0,395,404
144,2.0,3.0,416,487
145,2.0,3.0,1933,1934
146,2.0,3.0,1950,1960
147,2.0,3.0,1989,1989
148,2.0,3.0,2054,2054
149,2.0,3.0,2067,2067
150,2.0,3.0,2100,2100
151,2.0,3.0,2131,2135
152,3.0,1.0,594,599
153,3.0,1.0,728,822
154,3.0,1.0,835,841
155,3.0,1.0,1832,1836
156,3.0,1.0,2114,2217
157,3.0,1.0,2254,2277
158,2.0,1.0,661,661
159,2.0,1.0,715,715
160,2.0,1.0,1076,1114
161,2.0,1.0,2075,2169
162,2.0,1.0,2585,2602
163,1.0,5.0,688,701
164,1.0,5.0,725,747
165,1.0,5.0,772,822
166,1.0,5.0,837,844
167,1.0,5.0,867,886
168,1.0,5.0,1063,1071
169,1.0,5.0,1090,1090
170,1.0,5.0,2082,2126
171,5.0,1.0,688,701
172,5.0,1.0,725,744
173,5.0,1.0,772,784
174,5.0,1.0,815,822
175,5.0,1.0,834,844
176,5.0,1.0,871,886
177,5.0,1.0,1063,1105
178,5.0,1.0,2066,2125
179,1.0,3.0,728,766
180,1.0,3.0,789,822
181,1.0,3.0,835,839
182,1.0,3.0,2139,2145
183,1.0,3.0,2163,2174
184,1.0,3.0,2186,2224
185,1.0,3.0,2276,2290
186,4.0,1.0,834,847
187,4.0,1.0,864,881
188,4.0,1.0,909,918
189,4.0,1.0,2804,2865
190,1.0,4.0,840,846
191,1.0,4.0,867,888
192,1.0,4.0,909,930
193,1.0,2.0,1076,1126
194,1.0,2.0,2079,2190
195,1.0,2.0,2573,2602
