,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
1.0,0,1,54,85,23,0,83,35,35,0
2.0,7,0,57,107,54,65,0,961,46,1
3.0,56,72,0,3,237,30,0,147,6,0
4.0,88,84,3,0,0,76,53,142,111,22
5.0,7,114,301,0,0,135,11,65,189,0
6.0,15,36,30,49,96,0,1,0,59,35
7.0,85,0,0,80,36,1,0,272,103,21
8.0,3,727,137,100,82,0,229,0,22,54
9.0,48,37,7,150,210,59,62,26,0,2
10.0,0,1,0,12,0,29,18,71,14,0
