,id1,id2,start_frame,end_frame
0,3.0,2.0,1,5
1,3.0,2.0,33,37
2,3.0,2.0,153,168
3,3.0,2.0,1024,1024
4,2.0,3.0,43,48
5,2.0,3.0,151,168
6,2.0,3.0,259,260
7,2.0,3.0,1024,1024
8,3.0,4.0,152,152
9,3.0,4.0,171,206
10,3.0,4.0,218,227
11,4.0,3.0,155,215
12,4.0,2.0,194,201
13,4.0,2.0,216,252
14,4.0,2.0,264,344
15,4.0,2.0,1164,1164
16,4.0,2.0,1200,1236
17,4.0,2.0,1273,1273
18,2.0,4.0,218,235
19,2.0,4.0,264,305
20,2.0,4.0,1164,1164
21,2.0,4.0,1192,1217
22,2.0,4.0,1273,1273
23,2.0,4.0,1319,1319
24,1.0,3.0,446,464
25,1.0,3.0,495,576
26,1.0,3.0,599,604
27,1.0,3.0,1256,1256
28,3.0,1.0,446,580
29,3.0,1.0,593,609
30,3.0,1.0,1272,1280
31,1.0,4.0,1047,1076
32,1.0,4.0,1088,1109
33,4.0,1.0,1050,1109
