,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
1.0,0,147,117,194,34,146,10,176,54,0
2.0,203,0,57,0,116,49,0,5,121,100
3.0,109,20,0,134,146,79,18,0,0,52
4.0,300,0,102,0,292,0,44,0,0,235
5.0,49,158,175,296,0,0,0,0,8,0
6.0,199,22,65,0,0,0,190,88,43,4
7.0,18,0,6,34,0,188,0,310,1,31
8.0,341,13,0,0,0,87,310,0,4,0
9.0,65,221,0,0,13,53,1,6,0,428
10.0,0,82,40,208,0,0,31,0,385,0
