,id1,id2,start_frame,end_frame
0,3.0,8.0,0,14
1,3.0,8.0,26,29
2,3.0,8.0,93,116
3,3.0,8.0,138,152
4,3.0,8.0,193,196
5,3.0,8.0,208,240
6,3.0,8.0,4280,4309
7,3.0,8.0,4452,4452
8,3.0,8.0,4490,4495
9,3.0,8.0,4551,4560
10,3.0,8.0,4574,4606
11,3.0,8.0,4620,4621
12,3.0,8.0,4743,4743
13,3.0,8.0,4887,4928
14,3.0,8.0,4943,4956
15,3.0,8.0,5017,5034
16,3.0,8.0,5108,5119
17,8.0,3.0,0,14
18,8.0,3.0,100,100
19,8.0,3.0,135,155
20,8.0,3.0,193,196
21,8.0,3.0,219,221
22,8.0,3.0,237,240
23,8.0,3.0,254,256
24,8.0,3.0,4282,4309
25,8.0,3.0,4452,4452
26,8.0,3.0,4490,4490
27,8.0,3.0,4560,4581
28,8.0,3.0,4595,4606
29,8.0,3.0,4620,4621
30,8.0,3.0,4743,4743
31,8.0,3.0,4922,4956
32,8.0,3.0,4994,4995
33,8.0,3.0,5024,5034
34,8.0,3.0,5056,5056
35,8.0,3.0,5108,5120
36,4.0,7.0,2,11
37,4.0,7.0,25,64
38,4.0,7.0,85,112
39,4.0,7.0,300,300
40,4.0,7.0,414,416
41,7.0,4.0,3,10
42,7.0,4.0,26,50
43,7.0,4.0,64,64
44,7.0,4.0,78,122
45,7.0,4.0,254,260
46,7.0,4.0,414,417
47,5.0,8.0,6,14
48,5.0,8.0,91,91
49,5.0,8.0,126,140
50,5.0,8.0,153,153
51,5.0,8.0,183,195
52,5.0,8.0,4060,4080
53,5.0,8.0,4107,4129
54,5.0,8.0,4141,4141
55,5.0,8.0,4153,4165
56,5.0,8.0,4191,4192
57,8.0,5.0,6,14
58,8.0,5.0,89,100
59,8.0,5.0,131,153
60,8.0,5.0,183,191
61,8.0,5.0,4058,4080
62,8.0,5.0,4107,4141
63,8.0,5.0,4156,4156
64,8.0,5.0,4191,4192
65,3.0,5.0,8,19
66,3.0,5.0,37,46
67,3.0,5.0,84,146
68,3.0,5.0,159,175
69,3.0,5.0,224,258
70,3.0,5.0,3600,3626
71,3.0,5.0,3639,3645
72,3.0,5.0,3687,3698
73,3.0,5.0,3726,3727
74,3.0,5.0,3741,3745
75,5.0,3.0,8,19
76,5.0,3.0,37,45
77,5.0,3.0,125,175
78,5.0,3.0,227,227
79,5.0,3.0,258,258
80,5.0,3.0,3600,3626
81,5.0,3.0,3639,3639
82,5.0,3.0,3687,3698
83,5.0,3.0,3726,3727
84,10.0,5.0,185,217
85,10.0,5.0,269,300
86,10.0,8.0,185,185
87,10.0,8.0,489,489
88,10.0,8.0,519,567
89,10.0,8.0,598,747
90,10.0,8.0,4347,4347
91,10.0,8.0,4452,4453
92,10.0,8.0,4472,4498
93,10.0,8.0,4551,4556
94,10.0,8.0,4578,4621
95,10.0,8.0,4918,4966
96,10.0,8.0,5009,5023
97,10.0,8.0,5058,5072
98,10.0,8.0,5146,5148
99,10.0,8.0,5345,5355
100,10.0,8.0,5378,5383
101,10.0,8.0,5423,5426
102,10.0,8.0,5438,5440
103,10.0,8.0,5457,5458
104,5.0,10.0,196,196
105,5.0,10.0,213,213
106,5.0,10.0,278,300
