,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
1.0,0,1,0,2,59,8,184,302,155,1
2.0,0,0,0,133,8,12,1,227,61,52
3.0,12,4,0,410,108,225,32,27,0,158
4.0,2,112,465,0,254,112,128,12,204,175
5.0,69,10,145,160,0,212,36,25,163,0
6.0,8,12,207,114,211,0,102,318,232,40
7.0,165,6,50,99,51,98,0,135,198,223
8.0,245,227,32,25,42,415,174,0,278,3
9.0,164,58,0,260,171,257,209,333,0,2
10.0,1,54,198,200,0,34,220,2,1,0
