,1.0,2.0,3.0,4.0,5.0,6.0,7.0
1.0,0,112,52,121,147,21,45
2.0,111,0,164,106,258,174,28
3.0,36,162,0,208,125,199,424
4.0,142,114,208,0,249,56,70
5.0,152,252,139,206,0,208,35
6.0,21,166,216,45,330,0,83
7.0,53,32,288,35,11,119,0
