,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
1.0,0,0,0,20,69,41,30,0
2.0,1,0,0,10,0,0,0,0
3.0,0,8,0,27,0,0,32,21
4.0,60,43,23,0,1,1,88,30
5.0,74,0,0,1,0,0,1,19
6.0,20,0,0,1,0,0,0,1
7.0,9,0,20,41,1,0,0,11
8.0,1,0,21,30,15,1,17,0
