,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
1.0,0,0,151,0,180,31,1,236,0
2.0,0,1,197,54,57,2,0,39,26
3.0,93,197,0,0,148,71,0,153,0
4.0,1,42,8,0,0,0,0,9,0
5.0,116,22,136,0,0,0,0,159,0
6.0,31,13,38,0,0,0,0,10,0
7.0,0,0,0,0,0,0,0,0,0
8.0,321,42,159,7,215,1,0,0,25
9.0,1,17,1,0,1,0,0,21,0
