,id1,id2,start_frame,end_frame
0,6.0,2.0,0,2
1,6.0,2.0,112,112
2,6.0,2.0,121,122
3,6.0,2.0,133,133
4,3.0,7.0,1,1
5,3.0,7.0,38,50
6,3.0,7.0,77,77
7,4.0,7.0,1,1
8,4.0,7.0,47,69
9,4.0,7.0,85,90
10,7.0,4.0,1,1
11,7.0,4.0,47,69
12,7.0,4.0,85,90
13,7.0,5.0,1,1
14,7.0,5.0,14,16
15,7.0,5.0,27,28
16,7.0,5.0,38,38
17,7.0,5.0,77,77
18,6.0,8.0,2,2
19,8.0,2.0,2,2
20,8.0,6.0,2,2
21,10.0,9.0,3,8
22,10.0,9.0,35,36
23,5.0,7.0,6,6
24,5.0,7.0,14,16
25,5.0,7.0,26,28
26,5.0,7.0,38,38
27,5.0,7.0,77,77
28,9.0,7.0,6,6
29,9.0,7.0,34,34
30,10.0,4.0,12,14
31,10.0,4.0,33,59
32,10.0,4.0,74,75
33,10.0,4.0,104,105
34,9.0,5.0,23,23
35,7.0,9.0,34,34
36,3.0,5.0,35,38
37,3.0,5.0,77,77
38,3.0,5.0,84,84
39,5.0,3.0,35,38
40,5.0,3.0,77,77
41,5.0,3.0,84,84
42,7.0,3.0,35,50
43,7.0,3.0,77,77
44,4.0,9.0,36,36
45,4.0,10.0,36,36
46,4.0,10.0,44,44
47,4.0,10.0,75,75
48,9.0,4.0,36,36
49,9.0,10.0,36,36
50,4.0,5.0,39,44
51,4.0,5.0,78,79
52,10.0,5.0,39,49
53,5.0,4.0,40,48
54,5.0,4.0,77,79
55,5.0,10.0,43,50
56,4.0,3.0,47,50
57,4.0,3.0,223,244
58,4.0,3.0,280,280
59,4.0,3.0,288,298
60,3.0,4.0,49,50
61,3.0,4.0,223,232
62,3.0,4.0,288,298
63,4.0,6.0,60,79
64,4.0,6.0,88,109
65,4.0,6.0,120,120
66,4.0,6.0,138,138
67,4.0,6.0,148,151
68,6.0,4.0,60,79
69,6.0,4.0,88,109
70,6.0,4.0,120,123
71,6.0,4.0,148,149
72,6.0,7.0,60,74
73,6.0,7.0,94,94
74,7.0,6.0,60,74
75,7.0,6.0,94,94
76,10.0,6.0,76,84
77,5.0,6.0,78,83
78,6.0,5.0,78,84
79,2.0,4.0,112,114
80,2.0,4.0,121,127
81,2.0,4.0,158,158
82,2.0,6.0,112,112
83,2.0,6.0,121,122
84,2.0,6.0,137,137
85,2.0,6.0,145,147
86,4.0,2.0,114,114
87,4.0,2.0,121,121
88,4.0,2.0,154,158
89,2.0,5.0,156,156
90,5.0,2.0,156,156
91,9.0,8.0,209,210
92,9.0,8.0,217,234
93,8.0,9.0,234,234
94,8.0,9.0,272,272
