,id1,id2,start_frame,end_frame
0,1.0,2.0,0,13
1,1.0,2.0,1059,1060
2,1.0,3.0,0,5
3,2.0,1.0,0,13
4,2.0,1.0,1059,1060
5,2.0,3.0,0,44
6,2.0,3.0,95,107
7,2.0,3.0,120,143
8,2.0,3.0,160,187
9,2.0,3.0,204,210
10,2.0,3.0,239,239
11,2.0,3.0,273,273
12,2.0,3.0,294,308
13,2.0,3.0,359,359
14,2.0,3.0,406,406
15,2.0,3.0,488,488
16,2.0,3.0,533,534
17,2.0,3.0,586,592
18,2.0,3.0,606,607
19,2.0,3.0,625,635
20,2.0,3.0,649,655
21,2.0,3.0,678,684
22,2.0,3.0,696,696
23,2.0,3.0,710,721
24,2.0,3.0,756,851
25,2.0,3.0,877,916
26,3.0,1.0,0,6
27,3.0,2.0,0,44
28,3.0,2.0,95,107
29,3.0,2.0,120,145
30,3.0,2.0,160,187
31,3.0,2.0,204,210
32,3.0,2.0,239,239
33,3.0,2.0,273,273
34,3.0,2.0,294,308
35,3.0,2.0,406,406
36,3.0,2.0,488,488
37,3.0,2.0,533,534
38,3.0,2.0,586,607
39,3.0,2.0,631,654
40,3.0,2.0,678,684
41,3.0,2.0,696,696
42,3.0,2.0,710,721
43,3.0,2.0,756,756
44,3.0,2.0,768,845
45,3.0,2.0,873,877
46,3.0,2.0,903,933
47,3.0,2.0,955,958
48,4.0,3.0,1,52
49,4.0,3.0,97,145
50,4.0,3.0,176,176
51,4.0,3.0,216,274
52,4.0,3.0,293,294
53,4.0,3.0,307,374
54,4.0,3.0,1013,1036
55,4.0,3.0,1048,1085
56,4.0,1.0,2,7
57,4.0,2.0,2,75
58,4.0,2.0,102,107
59,4.0,2.0,120,157
60,4.0,2.0,193,193
61,4.0,2.0,273,273
62,4.0,2.0,294,308
63,4.0,2.0,359,359
64,3.0,4.0,6,51
65,3.0,4.0,102,134
66,3.0,4.0,160,187
67,3.0,4.0,216,261
68,3.0,4.0,273,320
69,3.0,4.0,334,342
70,3.0,4.0,360,360
71,3.0,4.0,378,418
72,3.0,4.0,436,436
73,3.0,4.0,1013,1036
74,3.0,4.0,1048,1085
75,1.0,4.0,7,7
76,2.0,4.0,10,36
77,2.0,4.0,56,75
78,2.0,4.0,102,107
79,2.0,4.0,120,193
80,2.0,4.0,239,239
81,2.0,4.0,273,273
82,2.0,4.0,294,308
83,2.0,4.0,359,359
84,2.0,4.0,406,406
