,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
1.0,0,274,16,43,49,79,159,57
2.0,330,0,24,0,31,3,18,101
3.0,13,30,0,59,208,2,50,71
4.0,52,0,60,0,0,72,70,82
5.0,25,28,213,0,0,0,103,11
6.0,90,18,1,68,0,0,0,62
7.0,159,18,70,83,120,0,0,28
8.0,53,138,53,95,17,72,16,0
