,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
1.0,0,0,0,37,0,0,0,0
2.0,0,0,0,0,1,12,31,21
3.0,0,0,0,0,0,0,0,11
4.0,20,0,0,0,0,0,0,0
5.0,0,0,0,0,0,2,13,21
6.0,0,4,0,0,2,0,31,37
7.0,0,35,0,0,36,14,0,33
8.0,0,17,0,0,15,29,16,0
