,2.0,4.0,5.0,6.0,7.0,8.0,9.0
2.0,0,0,1,0,0,0,1
4.0,0,0,53,0,32,37,5
5.0,1,51,0,0,37,57,1
6.0,0,0,3,0,6,6,0
7.0,0,30,23,6,0,52,2
8.0,0,19,48,1,38,0,1
9.0,1,5,1,0,2,1,0
