,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
1.0,0,62,107,48,12,0,17,0
2.0,55,0,130,0,26,15,9,19
3.0,62,194,0,22,30,18,0,82
4.0,18,0,22,0,0,33,35,0
5.0,27,19,27,0,0,0,28,0
6.0,0,4,5,68,0,0,7,12
7.0,29,1,0,71,32,12,0,2
8.0,0,0,87,0,0,86,0,0
