,id1,id2,start_frame,end_frame
0,4.0,1.0,0,8
1,4.0,1.0,43,53
2,5.0,6.0,0,0
3,5.0,6.0,10,10
4,5.0,7.0,0,0
5,5.0,7.0,15,24
6,5.0,7.0,43,44
7,5.0,8.0,0,0
8,5.0,8.0,16,17
9,5.0,8.0,27,44
10,6.0,5.0,0,0
11,6.0,5.0,10,10
12,6.0,8.0,0,0
13,6.0,8.0,13,14
14,6.0,8.0,75,89
15,6.0,8.0,100,112
16,6.0,8.0,122,127
17,7.0,5.0,0,0
18,7.0,5.0,14,48
19,7.0,6.0,0,0
20,7.0,6.0,70,74
21,7.0,6.0,99,101
22,7.0,6.0,109,113
23,8.0,5.0,0,0
24,8.0,5.0,16,17
25,8.0,5.0,27,38
26,8.0,6.0,0,0
27,8.0,6.0,12,13
28,8.0,6.0,75,79
29,8.0,6.0,101,115
30,8.0,6.0,122,127
31,3.0,8.0,4,13
32,3.0,8.0,27,27
33,2.0,7.0,12,12
34,2.0,7.0,23,23
35,2.0,7.0,38,42
36,2.0,7.0,65,67
37,2.0,7.0,99,119
38,7.0,2.0,13,13
39,7.0,2.0,23,23
40,7.0,2.0,38,48
41,7.0,2.0,63,67
42,7.0,2.0,97,113
43,7.0,8.0,33,52
44,7.0,8.0,78,79
45,7.0,8.0,102,112
46,2.0,5.0,38,38
47,2.0,8.0,42,49
48,2.0,8.0,106,118
49,8.0,2.0,45,49
50,8.0,2.0,107,118
51,8.0,7.0,52,52
52,8.0,7.0,102,107
53,8.0,7.0,116,124
54,1.0,4.0,66,102
55,6.0,7.0,70,79
56,6.0,7.0,97,100
57,6.0,7.0,108,124
58,2.0,6.0,99,100
59,2.0,6.0,110,119
60,6.0,2.0,99,100
61,6.0,2.0,112,112
62,6.0,2.0,119,119
