,1.0,2.0,3.0,4.0,5.0,6.0,7.0,9.0
1.0,0,0,0,0,1,0,148,29
2.0,0,0,0,1,36,0,0,1
3.0,0,0,0,53,0,0,0,0
4.0,0,127,71,0,19,3,0,0
5.0,0,62,0,20,0,29,0,0
6.0,0,0,0,0,44,0,0,0
7.0,119,0,0,0,0,0,0,0
9.0,37,0,0,0,0,0,1,0
