,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
1.0,0,22,112,34,35,207,120,0,2
2.0,27,0,29,20,97,65,0,42,62
3.0,101,27,0,40,209,182,0,7,43
4.0,27,28,59,0,39,38,43,124,49
5.0,84,77,237,51,0,105,1,82,0
6.0,159,40,189,43,95,0,16,160,40
7.0,53,0,0,84,1,6,0,60,43
8.0,0,38,0,142,27,158,73,0,80
9.0,9,72,33,83,0,19,48,81,0
