,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
1.0,0,0,19,25,71,71,0,14,0
2.0,0,0,0,1,0,0,0,2,0
3.0,15,0,0,153,17,34,60,0,12
4.0,21,1,130,0,0,7,7,0,6
5.0,0,0,17,0,0,0,2,0,12
6.0,110,0,121,40,0,0,100,0,0
7.0,10,0,43,2,2,144,0,0,15
8.0,18,14,0,0,0,0,0,0,0
9.0,0,0,26,4,1,0,11,0,0
