,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
1.0,0,5,89,0,0,0,0,0,147,36
2.0,31,0,6,19,157,86,85,191,145,75
3.0,82,4,0,0,71,0,6,106,2,4
4.0,0,1,0,0,57,143,0,23,324,7
5.0,0,177,43,59,0,209,891,78,93,22
6.0,0,170,0,166,113,0,201,284,450,346
7.0,0,148,0,0,796,135,0,43,290,137
8.0,0,224,87,53,67,171,35,0,219,80
9.0,183,162,0,328,107,275,305,163,0,91
10.0,12,85,23,21,24,234,160,127,126,0
