,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
1.0,0,0,0,51,27,0,24,22
2.0,0,0,37,0,44,30,0,0
3.0,0,190,0,0,40,11,0,0
4.0,46,0,0,0,14,0,6,52
5.0,22,25,4,16,0,0,11,29
6.0,0,53,0,0,0,0,0,0
7.0,20,0,0,10,10,0,0,0
8.0,33,0,0,24,11,0,0,0
