,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
1.0,0,6,291,0,1,0,14,0,0
2.0,7,0,30,0,0,1,63,91,0
3.0,148,29,0,31,67,30,48,0,0
4.0,0,0,27,0,83,17,0,0,0
5.0,0,0,49,91,0,20,0,16,0
6.0,0,1,17,16,37,0,40,0,0
7.0,12,58,83,0,0,87,0,44,0
8.0,0,93,0,0,16,0,56,0,63
9.0,0,0,0,0,0,0,0,57,0
