,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
1.0,0,1145,143,42,19,123,97,32,454
2.0,1059,0,7,227,10,238,76,61,421
3.0,134,88,0,0,95,201,28,12,125
4.0,36,174,7,0,25,188,184,119,136
5.0,19,10,73,86,0,339,166,64,54
6.0,151,216,158,163,343,0,183,32,52
7.0,48,85,15,159,179,254,0,257,0
8.0,22,89,12,188,108,28,241,0,15
9.0,512,377,125,95,63,55,9,10,0
