,1.0,2.0,4.0,5.0,6.0,7.0,8.0
1.0,0,0,0,0,28,0,0
2.0,0,0,24,11,0,25,0
4.0,0,22,0,2,0,27,0
5.0,0,1,0,0,0,24,3
6.0,1,0,0,0,0,0,0
7.0,0,11,15,24,0,0,1
8.0,0,0,0,3,0,1,0
