,1.0,2.0,3.0,4.0,5.0,7.0,9.0
1.0,0,0,1,0,0,16,0
2.0,0,0,0,0,0,0,48
3.0,1,0,0,0,0,0,32
4.0,4,0,0,0,9,0,0
5.0,0,0,0,1,0,0,0
7.0,22,0,0,0,0,0,0
9.0,0,42,32,0,0,0,0
