,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
1.0,0,6,42,0,90,162,261,72
2.0,44,0,0,0,57,0,29,57
3.0,29,0,0,83,26,162,0,0
4.0,0,5,114,0,29,123,29,47
5.0,89,32,26,32,0,50,174,60
6.0,167,0,93,74,58,0,205,65
7.0,148,8,0,45,168,140,0,115
8.0,81,26,0,20,72,73,107,0
