,id1,id2,start_frame,end_frame
0,2.0,3.0,454,470
1,2.0,3.0,496,579
2,3.0,2.0,455,578
3,3.0,2.0,1354,1354
4,4.0,2.0,525,574
5,4.0,2.0,595,598
6,4.0,2.0,613,634
7,4.0,2.0,839,842
8,4.0,2.0,871,928
9,4.0,2.0,5244,5282
10,4.0,2.0,5316,5368
11,4.0,2.0,5381,5399
12,4.0,2.0,5763,5793
13,4.0,2.0,5834,5840
14,4.0,2.0,5899,5937
15,4.0,2.0,5959,5973
16,2.0,4.0,527,654
17,2.0,4.0,854,962
18,2.0,4.0,5260,5269
19,2.0,4.0,5284,5291
20,2.0,4.0,5316,5324
21,2.0,4.0,5389,5399
22,2.0,4.0,5763,5795
23,2.0,4.0,5834,5836
24,2.0,4.0,5868,5868
25,2.0,4.0,5899,5937
26,2.0,4.0,5956,5973
27,3.0,4.0,527,578
28,3.0,4.0,3888,3889
29,3.0,4.0,3939,3943
30,3.0,4.0,3955,3996
31,3.0,4.0,4097,4099
32,3.0,4.0,4873,4873
33,3.0,4.0,4891,4915
34,3.0,4.0,4958,4970
35,4.0,3.0,527,571
36,4.0,3.0,3939,3942
37,4.0,3.0,3955,3968
38,4.0,3.0,4097,4099
39,5.0,1.0,770,770
40,5.0,1.0,792,814
41,5.0,1.0,3896,3907
42,5.0,1.0,4005,4005
43,5.0,1.0,4023,4027
44,5.0,1.0,4055,4067
45,5.0,1.0,4104,4163
46,1.0,5.0,778,812
47,1.0,5.0,828,830
48,1.0,5.0,3896,3908
49,1.0,5.0,3942,3943
50,1.0,5.0,3998,4024
51,1.0,5.0,4055,4073
52,1.0,5.0,4093,4182
53,3.0,1.0,1043,1143
54,3.0,1.0,1170,1171
55,3.0,1.0,1197,1197
56,3.0,1.0,3782,3842
57,3.0,1.0,3864,3887
58,3.0,1.0,4941,4969
59,3.0,1.0,5014,5039
60,3.0,1.0,5069,5092
61,3.0,1.0,5856,5864
62,3.0,1.0,5889,5893
63,3.0,1.0,5914,5914
64,1.0,3.0,1055,1066
65,1.0,3.0,1078,1090
66,1.0,3.0,1102,1148
67,1.0,3.0,1170,1171
68,1.0,3.0,3802,3806
69,1.0,3.0,3835,3843
70,1.0,3.0,3856,3881
71,1.0,3.0,4941,4967
72,1.0,3.0,5032,5092
73,1.0,3.0,5851,5902
74,1.0,4.0,1500,1581
75,1.0,4.0,1606,1657
76,1.0,4.0,1682,1690
77,1.0,4.0,1724,1742
78,1.0,4.0,1791,1791
79,1.0,4.0,2461,2513
80,1.0,4.0,2844,2844
81,1.0,4.0,3896,3925
82,1.0,4.0,4978,5031
83,4.0,1.0,1506,1582
84,4.0,1.0,1606,1690
85,4.0,1.0,1719,1741
86,4.0,1.0,1791,1791
87,4.0,1.0,2461,2513
88,4.0,1.0,2844,2844
89,4.0,1.0,3901,3925
90,4.0,1.0,4978,5014
91,2.0,1.0,1620,1620
92,2.0,1.0,1675,1675
93,2.0,1.0,3003,3024
94,2.0,1.0,4105,4132
95,2.0,1.0,4181,4193
96,2.0,1.0,4207,4234
97,2.0,1.0,4275,4296
98,2.0,1.0,4327,4328
99,2.0,1.0,4341,4348
100,2.0,1.0,4360,4366
101,2.0,1.0,4401,4425
102,2.0,1.0,4479,4479
103,2.0,1.0,4580,4587
104,5.0,3.0,1789,1819
105,5.0,3.0,3874,3874
106,4.0,5.0,2353,2373
107,4.0,5.0,2564,2607
108,4.0,5.0,2678,2680
109,4.0,5.0,3889,3898
110,4.0,5.0,5805,5806
111,4.0,5.0,5826,5826
112,4.0,5.0,5841,5841
113,4.0,5.0,5899,5899
114,4.0,5.0,5945,5976
115,5.0,4.0,2362,2362
116,5.0,4.0,2564,2591
117,5.0,4.0,2607,2607
118,5.0,4.0,2678,2680
119,5.0,4.0,3888,3894
120,5.0,4.0,5805,5805
121,5.0,4.0,5826,5841
122,5.0,4.0,5866,5872
123,5.0,4.0,5894,5899
124,5.0,4.0,5945,5976
125,1.0,2.0,3009,3033
126,1.0,2.0,4098,4132
127,1.0,2.0,4183,4229
128,1.0,2.0,4259,4264
129,1.0,2.0,4299,4299
130,1.0,2.0,4327,4328
131,1.0,2.0,4341,4345
132,1.0,2.0,4360,4374
133,1.0,2.0,4401,4425
134,1.0,2.0,4479,4479
135,1.0,2.0,4579,4610
136,3.0,5.0,3874,3889
137,5.0,2.0,3995,4054
138,5.0,2.0,4068,4073
139,5.0,2.0,4086,4132
140,5.0,2.0,4659,4659
141,5.0,2.0,4675,4686
142,5.0,2.0,4698,4725
143,5.0,2.0,5363,5368
144,5.0,2.0,5404,5460
145,5.0,2.0,5483,5492
146,5.0,2.0,5855,5872
147,5.0,2.0,5895,5902
148,5.0,2.0,5949,5971
149,2.0,5.0,3997,4012
150,2.0,5.0,4029,4036
151,2.0,5.0,4051,4073
152,2.0,5.0,4095,4132
153,2.0,5.0,4658,4725
154,2.0,5.0,5363,5387
155,2.0,5.0,5406,5415
156,2.0,5.0,5431,5460
157,2.0,5.0,5479,5508
158,2.0,5.0,5521,5535
159,2.0,5.0,5855,5872
160,2.0,5.0,5895,5902
161,2.0,5.0,5956,5971
