ID,Other_ID,Start_Frame,End_Frame,Duration
2,5,963,992,30
2,5,4129,4163,35
2,7,2965,2987,23
2,7,3931,4023,93
2,9,570,612,43
2,9,2098,2137,40
3,4,3178,3198,21
3,6,1551,1600,50
3,7,4191,4300,110
3,9,2769,2791,23
3,10,4142,4198,57
3,10,4526,4573,48
3,10,4698,4719,22
4,3,3178,3198,21
4,5,5647,5687,41
5,2,963,992,30
5,2,4129,4163,35
5,4,5647,5687,41
5,7,3738,3804,67
5,10,4602,4667,66
6,3,1551,1600,50
6,7,1755,1832,78
7,2,2965,2987,23
7,2,3931,4023,93
7,3,4191,4300,110
7,5,3738,3804,67
7,6,1755,1832,78
7,8,3105,3123,19
7,10,1173,1215,43
7,10,1514,1571,58
7,10,4176,4199,24
7,10,4216,4270,55
8,7,3105,3123,19
8,10,5153,5228,76
9,2,570,612,43
9,2,2098,2137,40
9,3,2769,2791,23
10,3,4142,4198,57
10,3,4526,4573,48
10,3,4698,4719,22
10,5,4602,4667,66
10,7,1173,1215,43
10,7,1514,1571,58
10,7,4176,4199,24
10,7,4216,4270,55
10,8,5153,5228,76
