ID,Other_ID,Start_Frame,End_Frame,Duration
1,2,3596,3628,33
1,3,3288,3467,180
1,4,3629,3647,19
1,5,572,624,53
1,5,1565,1589,25
1,5,1800,1836,37
1,5,2422,2434,13
1,8,1031,1076,46
1,9,165,208,44
1,9,2352,2434,83
2,1,3596,3628,33
2,4,2182,2200,19
2,4,2393,2430,38
2,5,2212,2249,38
2,8,4402,4439,38
2,9,872,896,25
2,10,1475,1562,88
2,10,2098,2112,15
3,1,3288,3467,180
3,5,2748,2828,81
3,6,3659,3709,51
3,6,3775,3825,51
3,6,4575,4598,24
3,7,1860,1954,95
3,7,2746,2755,10
3,9,2776,3036,261
4,1,3629,3647,19
4,2,2182,2200,19
4,2,2393,2430,38
4,8,1818,1879,62
4,8,5258,5286,29
4,9,1445,1455,11
4,9,1575,1602,28
5,1,572,624,53
5,1,1565,1589,25
5,1,1800,1836,37
5,1,2422,2434,13
5,2,2212,2249,38
5,3,2748,2828,81
5,7,2741,2777,37
5,9,2427,2459,33
5,9,2754,2832,79
6,3,3659,3709,51
6,3,3775,3825,51
6,3,4575,4598,24
6,9,4871,4891,21
7,3,1860,1954,95
7,3,2746,2755,10
7,5,2741,2777,37
7,8,3160,3195,36
7,9,2752,2775,24
8,1,1031,1076,46
8,2,4402,4439,38
8,4,1818,1879,62
8,4,5258,5286,29
8,7,3160,3195,36
8,9,590,632,43
8,9,2233,2310,78
8,9,4258,4291,34
9,1,165,208,44
9,1,2352,2434,83
9,2,872,896,25
9,3,2776,3036,261
9,4,1445,1455,11
9,4,1575,1602,28
9,5,2427,2459,33
9,5,2754,2832,79
9,6,4871,4891,21
9,7,2752,2775,24
9,8,590,632,43
9,8,2233,2310,78
9,8,4258,4291,34
10,2,1475,1562,88
10,2,2098,2112,15
