ID,Other_ID,Start_Frame,End_Frame,Duration
1,6,1871,1985,115
1,6,5023,5115,93
1,9,2357,2423,67
2,5,2858,2887,30
3,6,4111,4194,84
3,6,5694,5730,37
3,7,1276,1307,32
3,9,456,483,28
3,9,1301,1337,37
4,6,5797,5813,17
5,2,2858,2887,30
5,7,2750,2781,32
5,7,3074,3083,10
5,7,3171,3237,67
5,7,3393,3419,27
5,7,3681,3714,34
5,7,3931,3989,59
5,9,18,51,34
5,10,3072,3165,94
5,10,3210,3270,61
5,10,3353,3388,36
5,10,3819,3837,19
5,10,3914,3983,70
5,10,4045,4110,66
6,1,1871,1985,115
6,1,5023,5115,93
6,3,4111,4194,84
6,3,5694,5730,37
6,4,5797,5813,17
6,8,436,452,17
6,9,1442,1462,21
6,9,1663,1700,38
7,3,1276,1307,32
7,5,2750,2781,32
7,5,3074,3083,10
7,5,3171,3237,67
7,5,3393,3419,27
7,5,3681,3714,34
7,5,3931,3989,59
7,9,910,937,28
7,9,1534,1567,34
7,10,3004,3016,13
7,10,3196,3238,43
7,10,3922,4000,79
7,10,4052,4111,60
8,6,436,452,17
8,9,2023,2115,93
8,10,2002,2034,33
8,10,2084,2117,34
8,10,5467,5505,39
9,1,2357,2423,67
9,3,456,483,28
9,3,1301,1337,37
9,5,18,51,34
9,6,1442,1462,21
9,6,1663,1700,38
9,7,910,937,28
9,7,1534,1567,34
9,8,2023,2115,93
9,10,2084,2125,42
10,5,3072,3165,94
10,5,3210,3270,61
10,5,3353,3388,36
10,5,3819,3837,19
10,5,3914,3983,70
10,5,4045,4110,66
10,7,3004,3016,13
10,7,3196,3238,43
10,7,3922,4000,79
10,7,4052,4111,60
10,8,2002,2034,33
10,8,2084,2117,34
10,8,5467,5505,39
10,9,2084,2125,42
