ID,Other_ID,Start_Frame,End_Frame,Duration
1,6,5525,5578,54
1,9,5203,5226,24
1,9,5282,5305,24
2,5,1362,1401,40
3,4,5647,5679,33
3,5,5642,5703,62
3,9,1576,1648,73
3,9,1810,1869,60
3,9,2544,2589,46
3,9,2756,2769,14
4,3,5647,5679,33
4,5,1072,1145,74
4,5,5666,5679,14
4,6,3772,3836,65
4,8,994,1031,38
4,10,3344,3355,12
4,10,3382,3511,130
5,2,1362,1401,40
5,3,5642,5703,62
5,4,1072,1145,74
5,4,5666,5679,14
5,10,2560,2599,40
6,1,5525,5578,54
6,4,3772,3836,65
8,4,994,1031,38
9,1,5203,5226,24
9,1,5282,5305,24
9,3,1576,1648,73
9,3,1810,1869,60
9,3,2544,2589,46
9,3,2756,2769,14
10,4,3344,3355,12
10,4,3382,3511,130
10,5,2560,2599,40
