ID,Other_ID,Start_Frame,End_Frame,Duration
1,4,1924,1962,39
1,5,534,646,113
1,8,1926,1955,30
1,10,632,673,42
2,8,2154,2180,27
3,4,795,943,149
3,6,2640,2711,72
3,7,486,650,165
3,7,2207,2343,137
3,8,801,860,60
3,8,2043,2057,15
3,8,2187,2208,22
3,8,2310,2342,33
3,10,795,833,39
3,10,2343,2370,28
4,1,1924,1962,39
4,3,795,943,149
4,6,2200,2353,154
4,8,941,1087,147
4,8,1256,1345,90
4,8,1391,1562,172
4,8,1717,1748,32
4,10,31,68,38
4,10,706,804,99
5,1,534,646,113
5,8,348,372,25
5,10,2570,2583,14
6,3,2640,2711,72
6,4,2200,2353,154
6,7,1511,1684,174
6,8,1634,1708,75
6,8,1799,1843,45
6,10,1711,1735,25
7,3,486,650,165
7,3,2207,2343,137
7,6,1511,1684,174
7,8,502,700,199
7,8,1046,1055,10
7,8,1628,1694,67
7,8,2208,2285,78
7,8,2322,2387,66
8,1,1926,1955,30
8,2,2154,2180,27
8,3,801,860,60
8,3,2043,2057,15
8,3,2187,2208,22
8,3,2310,2342,33
8,4,941,1087,147
8,4,1256,1345,90
8,4,1391,1562,172
8,4,1717,1748,32
8,5,348,372,25
8,6,1634,1708,75
8,6,1799,1843,45
8,7,502,700,199
8,7,1046,1055,10
8,7,1628,1694,67
8,7,2208,2285,78
8,7,2322,2387,66
8,10,77,149,73
8,10,791,857,67
8,10,1219,1279,61
9,10,683,738,56
10,1,632,673,42
10,3,795,833,39
10,3,2343,2370,28
10,4,31,68,38
10,4,706,804,99
10,5,2570,2583,14
10,6,1711,1735,25
10,8,77,149,73
10,8,791,857,67
10,8,1219,1279,61
10,9,683,738,56
