ID,Other_ID,Start_Frame,End_Frame,Duration
2,4,1128,1191,64
2,4,1516,1567,52
2,6,906,928,23
2,6,1608,1704,97
2,7,1115,1625,511
2,10,1544,1719,176
3,4,1363,1430,68
3,5,1402,1428,27
4,2,1128,1191,64
4,2,1516,1567,52
4,3,1363,1430,68
4,5,1375,1421,47
4,6,756,822,67
4,6,1630,1695,66
4,7,792,830,39
4,7,1001,1035,35
4,7,1097,1152,56
4,7,1524,1696,173
4,10,1544,1658,115
5,3,1402,1428,27
5,4,1375,1421,47
5,7,1040,1097,58
6,2,906,928,23
6,2,1608,1704,97
6,4,756,822,67
6,4,1630,1695,66
6,7,885,917,33
6,7,1605,1640,36
7,2,1115,1625,511
7,4,792,830,39
7,4,1001,1035,35
7,4,1097,1152,56
7,4,1524,1696,173
7,5,1040,1097,58
7,6,885,917,33
7,6,1605,1640,36
7,10,71,228,158
7,10,290,554,265
10,2,1544,1719,176
10,4,1544,1658,115
10,7,71,228,158
10,7,290,554,265
