ID,Other_ID,Start_Frame,End_Frame,Duration
1,5,647,670,24
1,7,3014,3056,43
2,8,4764,4828,65
2,8,4843,4947,105
2,10,2111,2167,57
3,4,2403,2469,67
3,7,4495,4587,93
4,3,2403,2469,67
4,5,1943,2011,69
4,6,255,272,18
4,6,4668,4681,14
4,8,1549,1675,127
4,8,1773,1809,37
4,9,1389,1462,74
4,10,3505,3524,20
4,10,3772,3785,14
5,1,647,670,24
5,4,1943,2011,69
5,6,3360,3399,40
5,9,2223,2300,78
5,10,10,29,20
6,4,255,272,18
6,4,4668,4681,14
6,5,3360,3399,40
6,10,1462,1595,134
7,1,3014,3056,43
7,3,4495,4587,93
7,8,3821,3891,71
7,9,5,186,182
7,9,2798,3006,209
8,2,4764,4828,65
8,2,4843,4947,105
8,4,1549,1675,127
8,4,1773,1809,37
8,7,3821,3891,71
8,9,1061,1098,38
9,4,1389,1462,74
9,5,2223,2300,78
9,7,5,186,182
9,7,2798,3006,209
9,8,1061,1098,38
10,2,2111,2167,57
10,4,3505,3524,20
10,4,3772,3785,14
10,5,10,29,20
10,6,1462,1595,134
