ID,Other_ID,Start_Frame,End_Frame,Duration
1,2,4026,4039,14
1,6,1143,1166,24
1,7,1145,1192,48
1,7,2735,2753,19
1,10,4596,4640,45
2,1,4026,4039,14
2,3,2887,2928,42
2,10,5602,5690,89
3,2,2887,2928,42
3,4,3985,4007,23
4,3,3985,4007,23
4,7,1531,1551,21
5,7,1564,1711,148
5,7,1757,1777,21
5,9,402,481,80
5,10,5314,5331,18
6,1,1143,1166,24
6,9,1875,1890,16
6,9,1941,2102,162
7,1,1145,1192,48
7,1,2735,2753,19
7,4,1531,1551,21
7,5,1564,1711,148
7,5,1757,1777,21
7,9,259,472,214
8,10,4487,4524,38
9,5,402,481,80
9,6,1875,1890,16
9,6,1941,2102,162
9,7,259,472,214
10,1,4596,4640,45
10,2,5602,5690,89
10,5,5314,5331,18
10,8,4487,4524,38
